YEAR,MONTH,STATE,TOTAL_DELAYED
2016,10,Washington,1525
2016,10,West Virginia,27
2016,10,Wisconsin,292
2016,10,Wyoming,17
2016,11,Alabama,90
2016,11,Alaska,114
2016,11,Arizona,2113
2016,11,Arkansas,86
2016,11,California,3537
2016,11,Colorado,2105
2016,11,Connecticut,133
2016,11,Florida,1118
2016,11,Georgia,2962
2016,11,Hawaii,342
2016,11,Idaho,112
2016,11,Illinois,2992
2016,11,Indiana,174
2016,11,Iowa,46
2016,11,Kansas,62
2016,11,Kentucky,98
2016,11,Louisiana,418
2016,11,Maine,57
2016,11,Maryland,735
2016,11,Massachusetts,1029
2016,11,Michigan,1220
2016,11,Minnesota,1335
2016,11,Mississippi,48
2016,11,Missouri,616
2016,11,Montana,11
2016,11,Nebraska,158
2016,11,Nevada,1896
2016,11,New Hampshire,38
2016,11,New Jersey,1629
2016,11,New York,915
2016,11,North Carolina,972
2016,11,North Dakota,33
2016,11,Ohio,340
2016,11,Oklahoma,139
2016,11,Oregon,514
2016,11,Pennsylvania,590
2016,11,Rhode Island,94
2016,11,South Carolina,147
2016,11,South Dakota,46
2016,11,Tennessee,570
2016,11,Texas,2707
2016,11,Utah,909
2016,11,Vermont,35
2016,11,Virginia,696
2016,11,Washington,1316
2016,11,West Virginia,33
2016,11,Wisconsin,256
2016,11,Wyoming,8
2016,12,Alabama,144
2016,12,Alaska,183
2016,12,Arizona,2811
2016,12,Arkansas,95
2016,12,California,5275
2016,12,Colorado,4500
2016,12,Connecticut,374
2016,12,Florida,2152
2016,12,Georgia,5407
2016,12,Hawaii,538
2016,12,Idaho,385
2016,12,Illinois,5288
2016,12,Indiana,391
2016,12,Iowa,138
2016,12,Kansas,88
2016,12,Kentucky,268
2016,12,Louisiana,649
2016,12,Maine,123
2016,12,Maryland,1767
2016,12,Massachusetts,2306
2016,12,Michigan,2772
2016,12,Minnesota,2775
2016,12,Mississippi,63
2016,12,Missouri,1027
2016,12,Montana,107
2016,12,Nebraska,308
2016,12,Nevada,3004
2016,12,New Hampshire,95
2016,12,New Jersey,3416
2016,12,New York,2805
2016,12,North Carolina,1730
2016,12,North Dakota,71
2016,12,Ohio,576
2016,12,Oklahoma,227
2016,12,Oregon,1157
2016,12,Pennsylvania,1285
2016,12,Rhode Island,213
2016,12,South Carolina,159
2016,12,South Dakota,84
2016,12,Tennessee,941
2016,12,Texas,3244
2016,12,Utah,2011
2016,12,Vermont,110
2016,12,Virginia,1193
2016,12,Washington,2480
2016,12,West Virginia,24
2016,12,Wisconsin,556
2016,12,Wyoming,157
2017,1,Alabama,154
2017,1,Alaska,239
2017,1,Arizona,2625
2017,1,Arkansas,107
2017,1,California,4853
2017,1,Colorado,4527
2017,1,Connecticut,263
2017,1,Florida,2120
2017,1,Georgia,5974
2017,1,Hawaii,501
2017,1,Idaho,358
2017,1,Illinois,4700
2017,1,Indiana,367
2017,1,Iowa,127
2017,1,Kansas,97
2017,1,Kentucky,196
2017,1,Louisiana,686
2017,1,Maine,70
2017,1,Maryland,1429
2017,1,Massachusetts,1707
2017,1,Michigan,2051
2017,1,Minnesota,2057
2017,1,Mississippi,56
2017,1,Missouri,993
2017,1,Montana,79
2017,1,Nebraska,259
2017,1,Nevada,3349
2017,1,New Hampshire,81
2017,1,New Jersey,2564
2017,1,New York,2089
2017,1,North Carolina,1621
2017,1,North Dakota,41
2017,1,Ohio,529
2017,1,Oklahoma,213
2017,1,Oregon,1043
2017,1,Pennsylvania,1085
2017,1,Rhode Island,129
2017,1,South Carolina,169
2017,1,South Dakota,84
2017,1,Tennessee,836
2017,1,Texas,3608
2017,1,Utah,2464
2017,1,Vermont,56
2017,1,Virginia,1055
2017,1,Washington,2140
2017,1,West Virginia,48
2017,1,Wisconsin,541
2017,1,Wyoming,128
2017,2,Alabama,75
2017,2,Alaska,170
2017,2,Arizona,1663
2017,2,Arkansas,69
2017,2,California,4131
2017,2,Colorado,3036
2017,2,Connecticut,198
2017,2,Florida,1346
2017,2,Georgia,2890
2017,2,Hawaii,543
2017,2,Idaho,183
2017,2,Illinois,2882
2017,2,Indiana,189
2017,2,Iowa,66
2017,2,Kansas,42
2017,2,Kentucky,128
2017,2,Louisiana,433
2017,2,Maine,58
2017,2,Maryland,768
2017,2,Massachusetts,1741
2017,2,Michigan,1020
2017,2,Minnesota,919
2017,2,Mississippi,27
2017,2,Missouri,487
2017,2,Montana,46
2017,2,Nebraska,166
2017,2,Nevada,1965
2017,2,New Hampshire,62
2017,2,New Jersey,1880
2017,2,New York,1662
2017,2,North Carolina,1135
2017,2,North Dakota,23
2017,2,Ohio,293
2017,2,Oklahoma,99
2017,2,Oregon,846
2017,2,Pennsylvania,596
2017,2,Rhode Island,117
2017,2,South Carolina,100
2017,2,South Dakota,25
2017,2,Tennessee,444
2017,2,Texas,2156
2017,2,Utah,1209
2017,2,Vermont,55
2017,2,Virginia,651
2017,2,Washington,2023
2017,2,West Virginia,19
2017,2,Wisconsin,246
2017,2,Wyoming,107
2017,3,Alabama,137
2017,3,Alaska,144
2017,3,Arizona,2528
2017,3,Arkansas,76
2017,3,California,5006
2017,3,Colorado,3067
2017,3,Connecticut,250
2017,3,Florida,2018
2017,3,Georgia,4317
2017,3,Hawaii,608
2017,3,Idaho,181
2017,3,Illinois,5075
2017,3,Indiana,342
2017,3,Iowa,92
2017,3,Kansas,86
2017,3,Kentucky,211
2017,3,Louisiana,709
2017,3,Maine,92
2017,3,Maryland,1286
2017,3,Massachusetts,2332
2017,3,Michigan,1881
2017,3,Minnesota,1625
2017,3,Mississippi,36
2017,3,Missouri,909
2017,3,Montana,52
2017,3,Nebraska,216
2017,3,Nevada,2391
2017,3,New Hampshire,59
2017,3,New Jersey,2707
2017,3,New York,2170
2017,3,North Carolina,1841
2017,3,North Dakota,41
2017,3,Ohio,516
2017,3,Oklahoma,136
2017,3,Oregon,736
2017,3,Pennsylvania,1115
2017,3,Rhode Island,178
2017,3,South Carolina,179
2017,3,South Dakota,48
2017,3,Tennessee,912
2017,3,Texas,3224
2017,3,Utah,1307
2017,3,Vermont,61
2017,3,Virginia,1059
2017,3,Washington,2023
2017,3,West Virginia,33
2017,3,Wisconsin,493
2017,3,Wyoming,66
2017,4,Alabama,146
2017,4,Alaska,104
2017,4,Arizona,2397
2017,4,Arkansas,113
2017,4,California,4504
2017,4,Colorado,3244
2017,4,Connecticut,274
2017,4,Florida,2275
2017,4,Georgia,6557
2017,4,Hawaii,385
2017,4,Idaho,147
2017,4,Illinois,4483
2017,4,Indiana,401
2017,4,Iowa,83
2017,4,Kansas,99
2017,4,Kentucky,263
2017,4,Louisiana,836
2017,4,Maine,111
2017,4,Maryland,1378
2017,4,Massachusetts,2191
2017,4,Michigan,1951
2017,4,Minnesota,1833
2017,4,Mississippi,60
2017,4,Missouri,920
2017,4,Montana,27
2017,4,Nebraska,208
2017,4,Nevada,2445
2017,4,New Hampshire,36
2017,4,New Jersey,2609
2017,4,New York,2493
2017,4,North Carolina,2108
2017,4,North Dakota,19
2017,4,Ohio,521
2017,4,Oklahoma,194
2017,4,Oregon,855
2017,4,Pennsylvania,1244
2017,4,Rhode Island,168
2017,4,South Carolina,260
2017,4,South Dakota,44
2017,4,Tennessee,910
2017,4,Texas,3629
2017,4,Utah,1218
2017,4,Vermont,61
2017,4,Virginia,1131
2017,4,Washington,2057
2017,4,West Virginia,35
2017,4,Wisconsin,438
2017,4,Wyoming,13
2017,5,Alabama,154
2017,5,Alaska,110
2017,5,Arizona,2301
2017,5,Arkansas,82
2017,5,California,6236
2017,5,Colorado,3629
2017,5,Connecticut,271
2017,5,Florida,2319
2017,5,Georgia,6496
2017,5,Hawaii,460
2017,5,Idaho,159
2017,5,Illinois,4410
2017,5,Indiana,427
2017,5,Iowa,87
2017,5,Kansas,119
2017,5,Kentucky,289
2017,5,Louisiana,894
2017,5,Maine,113
2017,5,Maryland,1771
2017,5,Massachusetts,2769
2017,5,Michigan,1685
2017,5,Minnesota,1501
2017,5,Mississippi,57
2017,5,Missouri,966
2017,5,Montana,21
2017,5,Nebraska,275
2017,5,Nevada,2980
2017,5,New Hampshire,54
2017,5,New Jersey,2882
2017,5,New York,2765
2017,5,North Carolina,1982
2017,5,North Dakota,26
2017,5,Ohio,562
2017,5,Oklahoma,175
2017,5,Oregon,953
2017,5,Pennsylvania,1318
2017,5,Rhode Island,179
2017,5,South Carolina,233
2017,5,South Dakota,56
2017,5,Tennessee,930
2017,5,Texas,3304
2017,5,Utah,1049
2017,5,Vermont,76
2017,5,Virginia,1237
2017,5,Washington,2204
2017,5,West Virginia,56
2017,5,Wisconsin,368
2017,5,Wyoming,13
2017,6,Alabama,192
2017,6,Alaska,226
2017,6,Arizona,2561
2017,6,Arkansas,134
2017,6,California,4117
2017,6,Colorado,3746
2017,6,Connecticut,355
2017,6,Florida,3100
2017,6,Georgia,7767
2017,6,Hawaii,459
2017,6,Idaho,179
2017,6,Illinois,5885
2017,6,Indiana,454
2017,6,Iowa,100
2017,6,Kansas,119
2017,6,Kentucky,371
2017,6,Louisiana,980
2017,6,Maine,156
2017,6,Maryland,2226
2017,6,Massachusetts,3540
2017,6,Michigan,1842
2017,6,Minnesota,1953
2017,6,Mississippi,70
2017,6,Missouri,1133
2017,6,Montana,58
2017,6,Nebraska,286
2017,6,Nevada,3013
2017,6,New Hampshire,61
2017,6,New Jersey,3164
2017,6,New York,2891
2017,6,North Carolina,2345
2017,6,North Dakota,27
2017,6,Ohio,621
2017,6,Oklahoma,213
2017,6,Oregon,923
2017,6,Pennsylvania,1921
2017,6,Rhode Island,246
2017,6,South Carolina,286
2017,6,South Dakota,77
2017,6,Tennessee,1114
2017,6,Texas,5080
2017,6,Utah,1130
2017,6,Vermont,96
2017,6,Virginia,1420
2017,6,Washington,2338
2017,6,West Virginia,50
2017,6,Wisconsin,458
2017,6,Wyoming,52
2017,7,Alabama,196
2017,7,Alaska,212
2017,7,Arizona,2859
2017,7,Arkansas,149
2017,7,California,3949
2017,7,Colorado,4449
2017,7,Connecticut,405
2017,7,Florida,3243
2017,7,Georgia,7692
2017,7,Hawaii,343
2017,7,Idaho,151
2017,7,Illinois,6841
2017,7,Indiana,455
2017,7,Iowa,105
2017,7,Kansas,130
2017,7,Kentucky,416
2017,7,Louisiana,919
2017,7,Maine,194
2017,7,Maryland,2246
2017,7,Massachusetts,2825
2017,7,Michigan,1826
2017,7,Minnesota,1814
2017,7,Mississippi,56
2017,7,Missouri,1068
2017,7,Montana,83
2017,7,Nebraska,261
2017,7,Nevada,3396
2017,7,New Hampshire,96
2017,7,New Jersey,2738
2017,7,New York,2764
2017,7,North Carolina,2734
2017,7,North Dakota,41
2017,7,Ohio,579
2017,7,Oklahoma,209
2017,7,Oregon,818
2017,7,Pennsylvania,1895
2017,7,Rhode Island,245
2017,7,South Carolina,252
2017,7,South Dakota,94
2017,7,Tennessee,1058
2017,7,Texas,4058
2017,7,Utah,1385
2017,7,Vermont,69
2017,7,Virginia,1460
2017,7,Washington,2009
2017,7,West Virginia,26
2017,7,Wisconsin,440
2017,7,Wyoming,86
2017,8,Alabama,156
2017,8,Alaska,210
2017,8,Arizona,2594
2017,8,Arkansas,118
2017,8,California,4242
2017,8,Colorado,4780
2017,8,Connecticut,409
2017,8,Florida,2470
2017,8,Georgia,5194
2017,8,Hawaii,332
2017,8,Idaho,241
2017,8,Illinois,5366
2017,8,Indiana,394
2017,8,Iowa,93
2017,8,Kansas,108
2017,8,Kentucky,357
2017,8,Louisiana,851
2017,8,Maine,163
2017,8,Maryland,2237
2017,8,Massachusetts,2572
2017,8,Michigan,1875
2017,8,Minnesota,1569
2017,8,Mississippi,48
2017,8,Missouri,1025
2017,8,Montana,86
2017,8,Nebraska,244
2017,8,Nevada,3553
2017,8,New Hampshire,119
2017,8,New Jersey,2724
2017,8,New York,2786
2017,8,North Carolina,2141
2017,8,North Dakota,37
2017,8,Ohio,504
2017,8,Oklahoma,243
2017,8,Oregon,964
2017,8,Pennsylvania,1647
2017,8,Rhode Island,258
2017,8,South Carolina,233
2017,8,South Dakota,75
2017,8,Tennessee,1036
2017,8,Texas,3974
2017,8,Utah,1378
2017,8,Vermont,60
2017,8,Virginia,1285
2017,8,Washington,2544
2017,8,West Virginia,19
2017,8,Wisconsin,404
2017,8,Wyoming,69
2017,9,Alabama,96
2017,9,Alaska,150
2017,9,Arizona,1419
2017,9,Arkansas,87
2017,9,California,2415
2017,9,Colorado,2564
2017,9,Connecticut,164
2017,9,Florida,1243
2017,9,Georgia,3188
2017,9,Hawaii,205
2017,9,Idaho,152
2017,9,Illinois,3158
2017,9,Indiana,223
2017,9,Iowa,75
2017,9,Kansas,67
2017,9,Kentucky,193
2017,9,Louisiana,392
2017,9,Maine,74
2017,9,Maryland,881
2017,9,Massachusetts,1748
2017,9,Michigan,1236
2017,9,Minnesota,851
2017,9,Mississippi,46
2017,9,Missouri,497
2017,9,Montana,33
2017,9,Nebraska,118
2017,9,Nevada,2196
2017,9,New Hampshire,72
2017,9,New Jersey,1647
2017,9,New York,1428
2017,9,North Carolina,1267
2017,9,North Dakota,25
2017,9,Ohio,388
2017,9,Oklahoma,93
2017,9,Oregon,708
2017,9,Pennsylvania,833
2017,9,Rhode Island,161
2017,9,South Carolina,138
2017,9,South Dakota,37
2017,9,Tennessee,586
2017,9,Texas,1718
2017,9,Utah,833
2017,9,Vermont,53
2017,9,Virginia,804
2017,9,Washington,1461
2017,9,West Virginia,11
2017,9,Wisconsin,222
2017,9,Wyoming,32
2017,10,Alabama,103
2017,10,Alaska,101
2017,10,Arizona,1486
2017,10,Arkansas,96
2017,10,California,3186
2017,10,Colorado,3174
2017,10,Connecticut,166
2017,10,Florida,1452
2017,10,Georgia,3594
2017,10,Hawaii,350
2017,10,Idaho,193
2017,10,Illinois,4088
2017,10,Indiana,262
2017,10,Iowa,87
2017,10,Kansas,83
2017,10,Kentucky,232
2017,10,Louisiana,596
2017,10,Maine,48
2017,10,Maryland,951
2017,10,Massachusetts,1850
2017,10,Michigan,1474
2017,10,Minnesota,1616
2017,10,Mississippi,47
2017,10,Missouri,618
2017,10,Montana,33
2017,10,Nebraska,175
2017,10,Nevada,2061
2017,10,New Hampshire,60
2017,10,New Jersey,1818
2017,10,New York,1444
2017,10,North Carolina,1604
2017,10,North Dakota,54
2017,10,Ohio,373
2017,10,Oklahoma,113
2017,10,Oregon,733
2017,10,Pennsylvania,997
2017,10,Rhode Island,154
2017,10,South Carolina,177
2017,10,South Dakota,56
2017,10,Tennessee,752
2017,10,Texas,2097
2017,10,Utah,832
2017,10,Vermont,62
2017,10,Virginia,872
2017,10,Washington,1725
2017,10,West Virginia,10
2017,10,Wisconsin,273
2017,10,Wyoming,17
2017,11,Alabama,64
2017,11,Alaska,126
2017,11,Arizona,1219
2017,11,Arkansas,50
2017,11,California,2038
2017,11,Colorado,1826
2017,11,Connecticut,133
2017,11,Florida,1277
2017,11,Georgia,2023
2017,11,Hawaii,284
2017,11,Idaho,170
2017,11,Illinois,2878
2017,11,Indiana,229
2017,11,Iowa,52
2017,11,Kansas,54
2017,11,Kentucky,200
2017,11,Louisiana,438
2017,11,Maine,33
2017,11,Maryland,768
2017,11,Massachusetts,1203
2017,11,Michigan,1143
2017,11,Minnesota,975
2017,11,Mississippi,27
2017,11,Missouri,524
2017,11,Montana,43
2017,11,Nebraska,158
2017,11,Nevada,1333
2017,11,New Hampshire,45
2017,11,New Jersey,1707
2017,11,New York,1073
2017,11,North Carolina,1072
2017,11,North Dakota,39
2017,11,Ohio,306
2017,11,Oklahoma,118
2017,11,Oregon,574
2017,11,Pennsylvania,814
2017,11,Rhode Island,120
2017,11,South Carolina,119
2017,11,South Dakota,30
2017,11,Tennessee,496
2017,11,Texas,1753
2017,11,Utah,613
2017,11,Vermont,35
2017,11,Virginia,590
2017,11,Washington,1782
2017,11,West Virginia,12
2017,11,Wisconsin,231
2017,11,Wyoming,3
2017,12,Alabama,198
2017,12,Alaska,106
2017,12,Arizona,1749
2017,12,Arkansas,88
2017,12,California,2877
2017,12,Colorado,3334
2017,12,Connecticut,377
2017,12,Florida,2148
2017,12,Georgia,4313
2017,12,Hawaii,594
2017,12,Idaho,221
2017,12,Illinois,4535
2017,12,Indiana,386
2017,12,Iowa,126
2017,12,Kansas,84
2017,12,Kentucky,239
2017,12,Louisiana,772
2017,12,Maine,114
2017,12,Maryland,1910
2017,12,Massachusetts,2362
2017,12,Michigan,2549
2017,12,Minnesota,1861
2017,12,Mississippi,60
2017,12,Missouri,979
2017,12,Montana,120
2017,12,Nebraska,251
2017,12,Nevada,1840
2017,12,New Hampshire,100
2017,12,New Jersey,2553
2017,12,New York,2188
2017,12,North Carolina,1535
2017,12,North Dakota,59
2017,12,Ohio,644
2017,12,Oklahoma,211
2017,12,Oregon,813
2017,12,Pennsylvania,1502
2017,12,Rhode Island,269
2017,12,South Carolina,163
2017,12,South Dakota,76
2017,12,Tennessee,879
2017,12,Texas,2769
2017,12,Utah,1322
2017,12,Vermont,88
2017,12,Virginia,1050
2017,12,Washington,1842
2017,12,West Virginia,40
2017,12,Wisconsin,424
2017,12,Wyoming,70
