YEAR,MONTH,STATE,TOTAL_DELAYED
2013,1,Alabama,239
2013,1,Alaska,163
2013,1,Arizona,1892
2013,1,Arkansas,249
2013,1,California,2427
2013,1,Colorado,3973
2013,1,Connecticut,358
2013,1,Florida,1199
2013,1,Georgia,4015
2013,1,Hawaii,603
2013,1,Idaho,171
2013,1,Illinois,6636
2013,1,Indiana,391
2013,1,Iowa,248
2013,1,Kansas,139
2013,1,Kentucky,505
2013,1,Louisiana,444
2013,1,Maine,134
2013,1,Maryland,1406
2013,1,Massachusetts,1633
2013,1,Michigan,2411
2013,1,Minnesota,1963
2013,1,Mississippi,138
2013,1,Missouri,749
2013,1,Montana,41
2013,1,Nebraska,260
2013,1,Nevada,1413
2013,1,New Hampshire,179
2013,1,New Jersey,2877
2013,1,New York,2080
2013,1,North Carolina,2029
2013,1,North Dakota,126
2013,1,Ohio,771
2013,1,Oklahoma,265
2013,1,Oregon,465
2013,1,Pennsylvania,1377
2013,1,Rhode Island,207
2013,1,South Carolina,148
2013,1,South Dakota,99
2013,1,Tennessee,818
2013,1,Texas,4711
2013,1,Utah,2149
2013,1,Vermont,120
2013,1,Virginia,1274
2013,1,Washington,1063
2013,1,West Virginia,57
2013,1,Wisconsin,480
2013,1,Wyoming,73
2013,2,Alabama,207
2013,2,Alaska,83
2013,2,Arizona,1448
2013,2,Arkansas,253
2013,2,California,1941
2013,2,Colorado,3817
2013,2,Connecticut,292
2013,2,Florida,1378
2013,2,Georgia,4050
2013,2,Hawaii,497
2013,2,Idaho,103
2013,2,Illinois,7349
2013,2,Indiana,374
2013,2,Iowa,248
2013,2,Kansas,129
2013,2,Kentucky,512
2013,2,Louisiana,509
2013,2,Maine,114
2013,2,Maryland,1301
2013,2,Massachusetts,1675
2013,2,Michigan,2626
2013,2,Minnesota,2021
2013,2,Mississippi,131
2013,2,Missouri,645
2013,2,Montana,27
2013,2,Nebraska,245
2013,2,Nevada,1183
2013,2,New Hampshire,140
2013,2,New Jersey,2248
2013,2,New York,2315
2013,2,North Carolina,2053
2013,2,North Dakota,137
2013,2,Ohio,836
2013,2,Oklahoma,281
2013,2,Oregon,345
2013,2,Pennsylvania,1355
2013,2,Rhode Island,193
2013,2,South Carolina,184
2013,2,South Dakota,133
2013,2,Tennessee,779
2013,2,Texas,4231
2013,2,Utah,1260
2013,2,Vermont,85
2013,2,Virginia,1193
2013,2,Washington,687
2013,2,West Virginia,48
2013,2,Wisconsin,647
2013,2,Wyoming,73
2013,3,Alabama,259
2013,3,Alaska,182
2013,3,Arizona,2588
2013,3,Arkansas,227
2013,3,California,3169
2013,3,Colorado,4624
2013,3,Connecticut,315
2013,3,Florida,2214
2013,3,Georgia,5800
2013,3,Hawaii,578
2013,3,Idaho,131
2013,3,Illinois,6604
2013,3,Indiana,517
2013,3,Iowa,291
2013,3,Kansas,159
2013,3,Kentucky,761
2013,3,Louisiana,569
2013,3,Maine,118
2013,3,Maryland,1862
2013,3,Massachusetts,2041
2013,3,Michigan,2485
2013,3,Minnesota,2380
2013,3,Mississippi,138
2013,3,Missouri,1003
2013,3,Montana,32
2013,3,Nebraska,303
2013,3,Nevada,1893
2013,3,New Hampshire,152
2013,3,New Jersey,2787
2013,3,New York,2509
2013,3,North Carolina,2224
2013,3,North Dakota,165
2013,3,Ohio,735
2013,3,Oklahoma,302
2013,3,Oregon,454
2013,3,Pennsylvania,1482
2013,3,Rhode Island,243
2013,3,South Carolina,268
2013,3,South Dakota,115
2013,3,Tennessee,1066
2013,3,Texas,4454
2013,3,Utah,1124
2013,3,Vermont,111
2013,3,Virginia,1242
2013,3,Washington,1071
2013,3,West Virginia,75
2013,3,Wisconsin,657
2013,3,Wyoming,53
2013,4,Alabama,296
2013,4,Alaska,125
2013,4,Arizona,2539
2013,4,Arkansas,268
2013,4,California,3362
2013,4,Colorado,5216
2013,4,Connecticut,349
2013,4,Florida,1994
2013,4,Georgia,5299
2013,4,Hawaii,704
2013,4,Idaho,118
2013,4,Illinois,7723
2013,4,Indiana,447
2013,4,Iowa,249
2013,4,Kansas,203
2013,4,Kentucky,723
2013,4,Louisiana,710
2013,4,Maine,113
2013,4,Maryland,1979
2013,4,Massachusetts,2242
2013,4,Michigan,2845
2013,4,Minnesota,2376
2013,4,Mississippi,143
2013,4,Missouri,1005
2013,4,Montana,28
2013,4,Nebraska,364
2013,4,Nevada,2322
2013,4,New Hampshire,169
2013,4,New Jersey,3160
2013,4,New York,2710
2013,4,North Carolina,2633
2013,4,North Dakota,129
2013,4,Ohio,742
2013,4,Oklahoma,377
2013,4,Oregon,513
2013,4,Pennsylvania,1617
2013,4,Rhode Island,224
2013,4,South Carolina,317
2013,4,South Dakota,133
2013,4,Tennessee,1123
2013,4,Texas,6447
2013,4,Utah,1171
2013,4,Vermont,94
2013,4,Virginia,1386
2013,4,Washington,1154
2013,4,West Virginia,55
2013,4,Wisconsin,587
2013,4,Wyoming,16
2013,5,Alabama,244
2013,5,Alaska,146
2013,5,Arizona,2662
2013,5,Arkansas,313
2013,5,California,3850
2013,5,Colorado,4802
2013,5,Connecticut,318
2013,5,Florida,1587
2013,5,Georgia,5412
2013,5,Hawaii,745
2013,5,Idaho,99
2013,5,Illinois,7269
2013,5,Indiana,374
2013,5,Iowa,307
2013,5,Kansas,212
2013,5,Kentucky,711
2013,5,Louisiana,750
2013,5,Maine,136
2013,5,Maryland,2069
2013,5,Massachusetts,1577
2013,5,Michigan,2521
2013,5,Minnesota,1913
2013,5,Mississippi,159
2013,5,Missouri,1131
2013,5,Montana,13
2013,5,Nebraska,401
2013,5,Nevada,2475
2013,5,New Hampshire,121
2013,5,New Jersey,2591
2013,5,New York,2406
2013,5,North Carolina,2712
2013,5,North Dakota,97
2013,5,Ohio,606
2013,5,Oklahoma,432
2013,5,Oregon,592
2013,5,Pennsylvania,1459
2013,5,Rhode Island,220
2013,5,South Carolina,313
2013,5,South Dakota,131
2013,5,Tennessee,1105
2013,5,Texas,6700
2013,5,Utah,1010
2013,5,Vermont,116
2013,5,Virginia,1245
2013,5,Washington,1291
2013,5,West Virginia,49
2013,5,Wisconsin,554
2013,5,Wyoming,21
2013,6,Alabama,369
2013,6,Alaska,247
2013,6,Arizona,3190
2013,6,Arkansas,386
2013,6,California,4531
2013,6,Colorado,5592
2013,6,Connecticut,444
2013,6,Florida,2765
2013,6,Georgia,10350
2013,6,Hawaii,655
2013,6,Idaho,147
2013,6,Illinois,10108
2013,6,Indiana,654
2013,6,Iowa,371
2013,6,Kansas,249
2013,6,Kentucky,840
2013,6,Louisiana,883
2013,6,Maine,169
2013,6,Maryland,3215
2013,6,Massachusetts,2646
2013,6,Michigan,3770
2013,6,Minnesota,2706
2013,6,Mississippi,230
2013,6,Missouri,1362
2013,6,Montana,38
2013,6,Nebraska,381
2013,6,Nevada,2733
2013,6,New Hampshire,215
2013,6,New Jersey,3140
2013,6,New York,3552
2013,6,North Carolina,4012
2013,6,North Dakota,113
2013,6,Ohio,974
2013,6,Oklahoma,513
2013,6,Oregon,713
2013,6,Pennsylvania,2263
2013,6,Rhode Island,329
2013,6,South Carolina,393
2013,6,South Dakota,155
2013,6,Tennessee,1373
2013,6,Texas,8053
2013,6,Utah,1313
2013,6,Vermont,171
2013,6,Virginia,1649
2013,6,Washington,1894
2013,6,West Virginia,79
2013,6,Wisconsin,812
2013,6,Wyoming,34
2013,7,Alabama,346
2013,7,Alaska,259
2013,7,Arizona,3349
2013,7,Arkansas,328
2013,7,California,4897
2013,7,Colorado,5984
2013,7,Connecticut,378
2013,7,Delaware,8
2013,7,Florida,2761
2013,7,Georgia,11081
2013,7,Hawaii,549
2013,7,Idaho,155
2013,7,Illinois,8572
2013,7,Indiana,547
2013,7,Iowa,291
2013,7,Kansas,216
2013,7,Kentucky,862
2013,7,Louisiana,774
2013,7,Maine,183
2013,7,Maryland,3044
2013,7,Massachusetts,2823
2013,7,Michigan,3932
2013,7,Minnesota,2584
2013,7,Mississippi,223
2013,7,Missouri,1181
2013,7,Montana,79
2013,7,Nebraska,375
2013,7,Nevada,2994
2013,7,New Hampshire,169
2013,7,New Jersey,3118
2013,7,New York,3989
2013,7,North Carolina,4178
2013,7,North Dakota,104
2013,7,Ohio,863
2013,7,Oklahoma,467
2013,7,Oregon,756
2013,7,Pennsylvania,2051
2013,7,Rhode Island,276
2013,7,South Carolina,416
2013,7,South Dakota,143
2013,7,Tennessee,1203
2013,7,Texas,8007
2013,7,Utah,1487
2013,7,Vermont,154
2013,7,Virginia,1615
2013,7,Washington,2181
2013,7,West Virginia,109
2013,7,Wisconsin,722
2013,7,Wyoming,77
2013,8,Alabama,284
2013,8,Alaska,265
2013,8,Arizona,3043
2013,8,Arkansas,230
2013,8,California,4410
2013,8,Colorado,5244
2013,8,Connecticut,351
2013,8,Delaware,9
2013,8,Florida,1903
2013,8,Georgia,6930
2013,8,Hawaii,604
2013,8,Idaho,198
2013,8,Illinois,6453
2013,8,Indiana,374
2013,8,Iowa,206
2013,8,Kansas,190
2013,8,Kentucky,583
2013,8,Louisiana,554
2013,8,Maine,130
2013,8,Maryland,2265
2013,8,Massachusetts,2370
2013,8,Michigan,2527
2013,8,Minnesota,1779
2013,8,Mississippi,151
2013,8,Missouri,938
2013,8,Montana,77
2013,8,Nebraska,295
2013,8,Nevada,2983
2013,8,New Hampshire,147
2013,8,New Jersey,2490
2013,8,New York,2919
2013,8,North Carolina,2899
2013,8,North Dakota,82
2013,8,Ohio,699
2013,8,Oklahoma,329
2013,8,Oregon,788
2013,8,Pennsylvania,1777
2013,8,Rhode Island,224
2013,8,South Carolina,296
2013,8,South Dakota,106
2013,8,Tennessee,995
2013,8,Texas,5550
2013,8,Utah,1216
2013,8,Vermont,96
2013,8,Virginia,1031
2013,8,Washington,1933
2013,8,West Virginia,66
2013,8,Wisconsin,574
2013,8,Wyoming,60
2013,9,Alabama,195
2013,9,Alaska,161
2013,9,Arizona,2359
2013,9,Arkansas,193
2013,9,California,3157
2013,9,Colorado,4562
2013,9,Connecticut,198
2013,9,Delaware,5
2013,9,Florida,1190
2013,9,Georgia,3814
2013,9,Hawaii,298
2013,9,Idaho,142
2013,9,Illinois,4134
2013,9,Indiana,301
2013,9,Iowa,146
2013,9,Kansas,121
2013,9,Kentucky,352
2013,9,Louisiana,414
2013,9,Maine,79
2013,9,Maryland,1305
2013,9,Massachusetts,1090
2013,9,Michigan,1524
2013,9,Minnesota,1256
2013,9,Mississippi,75
2013,9,Missouri,733
2013,9,Montana,45
2013,9,Nebraska,237
2013,9,Nevada,2934
2013,9,New Hampshire,104
2013,9,New Jersey,1198
2013,9,New York,1451
2013,9,North Carolina,1691
2013,9,North Dakota,66
2013,9,Ohio,483
2013,9,Oklahoma,247
2013,9,Oregon,630
2013,9,Pennsylvania,813
2013,9,Rhode Island,127
2013,9,South Carolina,187
2013,9,South Dakota,75
2013,9,Tennessee,752
2013,9,Texas,4148
2013,9,Utah,1025
2013,9,Vermont,42
2013,9,Virginia,664
2013,9,Washington,1408
2013,9,West Virginia,44
2013,9,Wisconsin,331
2013,9,Wyoming,29
2013,10,Alabama,204
2013,10,Alaska,94
2013,10,Arizona,2053
2013,10,Arkansas,234
2013,10,California,2652
2013,10,Colorado,3782
2013,10,Connecticut,247
2013,10,Delaware,9
2013,10,Florida,1121
2013,10,Georgia,4021
2013,10,Hawaii,328
2013,10,Idaho,115
2013,10,Illinois,5602
2013,10,Indiana,385
2013,10,Iowa,216
2013,10,Kansas,197
2013,10,Kentucky,444
2013,10,Louisiana,467
2013,10,Maine,87
2013,10,Maryland,1617
2013,10,Massachusetts,1372
2013,10,Michigan,1491
2013,10,Minnesota,1518
2013,10,Mississippi,116
2013,10,Missouri,852
2013,10,Montana,15
2013,10,Nebraska,306
2013,10,Nevada,2397
2013,10,New Hampshire,138
2013,10,New Jersey,1973
2013,10,New York,1570
2013,10,North Carolina,2212
2013,10,North Dakota,90
2013,10,Ohio,565
2013,10,Oklahoma,264
2013,10,Oregon,535
2013,10,Pennsylvania,1135
2013,10,Rhode Island,141
2013,10,South Carolina,216
2013,10,South Dakota,114
2013,10,Tennessee,875
2013,10,Texas,4593
2013,10,Utah,839
2013,10,Vermont,70
2013,10,Virginia,757
2013,10,Washington,1012
2013,10,West Virginia,63
2013,10,Wisconsin,419
2013,10,Wyoming,21
2013,11,Alabama,229
2013,11,Alaska,185
2013,11,Arizona,1867
2013,11,Arkansas,232
2013,11,California,2634
2013,11,Colorado,3141
2013,11,Connecticut,278
2013,11,Delaware,15
2013,11,Florida,1149
2013,11,Georgia,4708
2013,11,Hawaii,254
2013,11,Idaho,86
2013,11,Illinois,4752
2013,11,Indiana,373
2013,11,Iowa,213
2013,11,Kansas,159
2013,11,Kentucky,406
2013,11,Louisiana,511
2013,11,Maine,55
2013,11,Maryland,1464
2013,11,Massachusetts,1292
2013,11,Michigan,1701
2013,11,Minnesota,1402
2013,11,Mississippi,114
2013,11,Missouri,705
2013,11,Montana,5
2013,11,Nebraska,251
2013,11,Nevada,1906
2013,11,New Hampshire,119
2013,11,New Jersey,1677
2013,11,New York,1686
2013,11,North Carolina,2331
2013,11,North Dakota,69
2013,11,Ohio,564
2013,11,Oklahoma,301
2013,11,Oregon,482
2013,11,Pennsylvania,1226
2013,11,Rhode Island,166
2013,11,South Carolina,237
2013,11,South Dakota,103
2013,11,Tennessee,814
2013,11,Texas,3901
2013,11,Utah,705
2013,11,Vermont,73
2013,11,Virginia,744
2013,11,Washington,962
2013,11,West Virginia,63
2013,11,Wisconsin,430
2013,11,Wyoming,15
2013,12,Alabama,352
2013,12,Alaska,241
2013,12,Arizona,3515
2013,12,Arkansas,344
2013,12,California,4290
2013,12,Colorado,7412
2013,12,Connecticut,606
2013,12,Delaware,30
2013,12,Florida,2515
2013,12,Georgia,7360
2013,12,Hawaii,516
2013,12,Idaho,221
2013,12,Illinois,9235
2013,12,Indiana,819
2013,12,Iowa,445
2013,12,Kansas,321
2013,12,Kentucky,707
2013,12,Louisiana,832
2013,12,Maine,165
2013,12,Maryland,3221
2013,12,Massachusetts,2933
2013,12,Michigan,3384
2013,12,Minnesota,4035
2013,12,Mississippi,182
2013,12,Missouri,1585
2013,12,Montana,94
2013,12,Nebraska,549
2013,12,Nevada,3248
2013,12,New Hampshire,218
2013,12,New Jersey,3588
2013,12,New York,3456
2013,12,North Carolina,3127
2013,12,North Dakota,238
2013,12,Ohio,1123
2013,12,Oklahoma,635
2013,12,Oregon,930
2013,12,Pennsylvania,1998
2013,12,Rhode Island,336
2013,12,South Carolina,317
2013,12,South Dakota,224
2013,12,Tennessee,1656
2013,12,Texas,6251
2013,12,Utah,2337
2013,12,Vermont,120
2013,12,Virginia,1377
2013,12,Washington,1576
2013,12,West Virginia,77
2013,12,Wisconsin,1081
2013,12,Wyoming,74
2014,1,Alabama,276
2014,1,Alaska,170
2014,1,Arizona,2865
2014,1,Arkansas,290
2014,1,California,3801
2014,1,Colorado,6517
2014,1,Connecticut,564
2014,1,Delaware,41
2014,1,Florida,2403
2014,1,Georgia,7923
2014,1,Hawaii,233
2014,1,Idaho,146
2014,1,Illinois,7884
2014,1,Indiana,677
2014,1,Iowa,263
2014,1,Kansas,190
2014,1,Kentucky,456
2014,1,Louisiana,782
2014,1,Maine,101
2014,1,Maryland,2576
2014,1,Massachusetts,2124
2014,1,Michigan,2580
2014,1,Minnesota,2183
2014,1,Mississippi,147
2014,1,Missouri,1300
2014,1,Montana,61
2014,1,Nebraska,366
2014,1,Nevada,2734
2014,1,New Hampshire,172
2014,1,New Jersey,3125
2014,1,New York,2899
2014,1,North Carolina,2112
2014,1,North Dakota,145
2014,1,Ohio,925
2014,1,Oklahoma,397
2014,1,Oregon,686
2014,1,Pennsylvania,1930
2014,1,Rhode Island,251
2014,1,South Carolina,216
2014,1,South Dakota,153
2014,1,Tennessee,1398
2014,1,Texas,5193
2014,1,Utah,1623
2014,1,Vermont,93
2014,1,Virginia,1384
2014,1,Washington,1221
2014,1,West Virginia,61
2014,1,Wisconsin,880
2014,1,Wyoming,82
2014,2,Alabama,216
2014,2,Alaska,120
2014,2,Arizona,2228
2014,2,Arkansas,234
2014,2,California,3584
2014,2,Colorado,5502
2014,2,Connecticut,420
2014,2,Delaware,28
2014,2,Florida,2078
2014,2,Georgia,5367
2014,2,Hawaii,271
2014,2,Idaho,140
2014,2,Illinois,6598
2014,2,Indiana,606
2014,2,Iowa,253
2014,2,Kansas,184
2014,2,Kentucky,322
2014,2,Louisiana,594
2014,2,Maine,99
2014,2,Maryland,1780
2014,2,Massachusetts,2195
2014,2,Michigan,1776
2014,2,Minnesota,1656
2014,2,Mississippi,141
2014,2,Missouri,970
2014,2,Montana,84
2014,2,Nebraska,354
2014,2,Nevada,2261
2014,2,New Hampshire,106
2014,2,New Jersey,2543
2014,2,New York,2727
2014,2,North Carolina,1891
2014,2,North Dakota,105
2014,2,Ohio,955
2014,2,Oklahoma,377
2014,2,Oregon,805
2014,2,Pennsylvania,1621
2014,2,Rhode Island,178
2014,2,South Carolina,152
2014,2,South Dakota,149
2014,2,Tennessee,1056
2014,2,Texas,5228
2014,2,Utah,1019
2014,2,Vermont,61
2014,2,Virginia,1172
2014,2,Washington,1097
2014,2,West Virginia,52
2014,2,Wisconsin,641
2014,2,Wyoming,117
2014,3,Alabama,255
2014,3,Alaska,111
2014,3,Arizona,3059
2014,3,Arkansas,292
2014,3,California,3547
2014,3,Colorado,4889
2014,3,Connecticut,390
2014,3,Delaware,19
2014,3,Florida,2265
2014,3,Georgia,6409
2014,3,Hawaii,326
2014,3,Idaho,151
2014,3,Illinois,5653
2014,3,Indiana,553
2014,3,Iowa,186
2014,3,Kansas,137
2014,3,Kentucky,377
2014,3,Louisiana,803
2014,3,Maine,85
2014,3,Maryland,2331
2014,3,Massachusetts,1822
2014,3,Michigan,1622
2014,3,Minnesota,1379
2014,3,Mississippi,140
2014,3,Missouri,1025
2014,3,Montana,51
2014,3,Nebraska,296
2014,3,Nevada,2337
2014,3,New Hampshire,108
2014,3,New Jersey,2256
2014,3,New York,2007
2014,3,North Carolina,1864
2014,3,North Dakota,86
2014,3,Ohio,695
2014,3,Oklahoma,347
2014,3,Oregon,613
2014,3,Pennsylvania,1572
2014,3,Rhode Island,239
2014,3,South Carolina,222
2014,3,South Dakota,101
2014,3,Tennessee,1259
2014,3,Texas,4837
2014,3,Utah,1128
2014,3,Vermont,55
2014,3,Virginia,1238
2014,3,Washington,1175
2014,3,West Virginia,67
2014,3,Wisconsin,586
2014,3,Wyoming,70
2014,4,Alabama,242
2014,4,Alaska,77
2014,4,Arizona,2610
2014,4,Arkansas,280
2014,4,California,3395
2014,4,Colorado,3751
2014,4,Connecticut,344
2014,4,Delaware,8
2014,4,Florida,1797
2014,4,Georgia,5551
2014,4,Hawaii,222
2014,4,Idaho,125
2014,4,Illinois,5565
2014,4,Indiana,497
2014,4,Iowa,173
2014,4,Kansas,164
2014,4,Kentucky,369
2014,4,Louisiana,691
2014,4,Maine,74
2014,4,Maryland,2040
2014,4,Massachusetts,1818
2014,4,Michigan,1214
2014,4,Minnesota,1454
2014,4,Mississippi,137
2014,4,Missouri,966
2014,4,Montana,23
2014,4,Nebraska,235
2014,4,Nevada,2300
2014,4,New Hampshire,94
2014,4,New Jersey,2690
2014,4,New York,2029
2014,4,North Carolina,1872
2014,4,North Dakota,106
2014,4,Ohio,639
2014,4,Oklahoma,321
2014,4,Oregon,515
2014,4,Pennsylvania,1285
2014,4,Rhode Island,163
2014,4,South Carolina,286
2014,4,South Dakota,99
2014,4,Tennessee,1131
2014,4,Texas,4335
2014,4,Utah,1053
2014,4,Vermont,47
2014,4,Virginia,1083
2014,4,Washington,1070
2014,4,West Virginia,64
2014,4,Wisconsin,531
2014,4,Wyoming,16
2014,5,Alabama,224
2014,5,Alaska,126
2014,5,Arizona,2748
2014,5,Arkansas,358
2014,5,California,4001
2014,5,Colorado,5042
2014,5,Connecticut,299
2014,5,Delaware,19
2014,5,Florida,2035
2014,5,Georgia,5770
2014,5,Hawaii,261
2014,5,Idaho,161
2014,5,Illinois,7421
2014,5,Indiana,573
2014,5,Iowa,241
2014,5,Kansas,170
2014,5,Kentucky,336
2014,5,Louisiana,715
2014,5,Maine,96
2014,5,Maryland,2315
2014,5,Massachusetts,1716
2014,5,Michigan,1534
2014,5,Minnesota,1360
2014,5,Mississippi,148
2014,5,Missouri,1036
2014,5,Montana,23
2014,5,Nebraska,335
2014,5,Nevada,2637
2014,5,New Hampshire,108
2014,5,New Jersey,2354
2014,5,New York,2278
2014,5,North Carolina,2072
2014,5,North Dakota,98
2014,5,Ohio,662
2014,5,Oklahoma,399
2014,5,Oregon,641
2014,5,Pennsylvania,1429
2014,5,Rhode Island,189
2014,5,South Carolina,252
2014,5,South Dakota,131
2014,5,Tennessee,1175
2014,5,Texas,4674
2014,5,Utah,1028
2014,5,Vermont,54
2014,5,Virginia,1229
2014,5,Washington,1212
2014,5,West Virginia,49
2014,5,Wisconsin,621
2014,5,Wyoming,27
2014,6,Alabama,342
2014,6,Alaska,240
2014,6,Arizona,3474
2014,6,Arkansas,529
2014,6,California,4559
2014,6,Colorado,5901
2014,6,Connecticut,315
2014,6,Delaware,19
2014,6,Florida,2550
2014,6,Georgia,7255
2014,6,Hawaii,314
2014,6,Idaho,173
2014,6,Illinois,9972
2014,6,Indiana,585
2014,6,Iowa,288
2014,6,Kansas,245
2014,6,Kentucky,473
2014,6,Louisiana,913
2014,6,Maine,141
2014,6,Maryland,2218
2014,6,Massachusetts,1843
2014,6,Michigan,1749
2014,6,Minnesota,2492
2014,6,Mississippi,192
2014,6,Missouri,1434
2014,6,Montana,61
2014,6,Nebraska,463
2014,6,Nevada,3274
2014,6,New Hampshire,93
2014,6,New Jersey,2738
2014,6,New York,2271
2014,6,North Carolina,2379
2014,6,North Dakota,136
2014,6,Ohio,705
2014,6,Oklahoma,528
2014,6,Oregon,794
2014,6,Pennsylvania,1606
2014,6,Rhode Island,133
2014,6,South Carolina,294
2014,6,South Dakota,191
2014,6,Tennessee,1373
2014,6,Texas,8042
2014,6,Utah,1284
2014,6,Vermont,107
2014,6,Virginia,1257
2014,6,Washington,1859
2014,6,West Virginia,91
2014,6,Wisconsin,817
2014,6,Wyoming,51
2014,7,Alabama,286
2014,7,Alaska,328
2014,7,Arizona,3688
2014,7,Arkansas,355
2014,7,California,4519
2014,7,Colorado,5485
2014,7,Connecticut,400
2014,7,Delaware,26
2014,7,Florida,2884
2014,7,Georgia,5106
2014,7,Hawaii,355
2014,7,Idaho,193
2014,7,Illinois,6752
2014,7,Indiana,493
2014,7,Iowa,180
2014,7,Kansas,150
2014,7,Kentucky,323
2014,7,Louisiana,770
2014,7,Maine,113
2014,7,Maryland,2530
2014,7,Massachusetts,2571
2014,7,Michigan,1362
2014,7,Minnesota,1509
2014,7,Mississippi,142
2014,7,Missouri,1196
2014,7,Montana,76
2014,7,Nebraska,278
2014,7,Nevada,3283
2014,7,New Hampshire,108
2014,7,New Jersey,2493
2014,7,New York,2855
2014,7,North Carolina,2367
2014,7,North Dakota,93
2014,7,Ohio,550
2014,7,Oklahoma,418
2014,7,Oregon,788
2014,7,Pennsylvania,1571
2014,7,Rhode Island,206
2014,7,South Carolina,279
2014,7,South Dakota,148
2014,7,Tennessee,1115
2014,7,Texas,6742
2014,7,Utah,1299
2014,7,Vermont,84
2014,7,Virginia,1177
2014,7,Washington,2053
2014,7,West Virginia,71
2014,7,Wisconsin,625
2014,7,Wyoming,66
2014,8,Alabama,280
2014,8,Alaska,239
2014,8,Arizona,2876
2014,8,Arkansas,322
2014,8,California,4160
2014,8,Colorado,5138
2014,8,Connecticut,341
2014,8,Delaware,24
2014,8,Florida,2096
2014,8,Georgia,5420
2014,8,Hawaii,342
2014,8,Idaho,167
2014,8,Illinois,8716
2014,8,Indiana,451
2014,8,Iowa,210
2014,8,Kansas,123
2014,8,Kentucky,331
2014,8,Louisiana,550
2014,8,Maine,76
2014,8,Maryland,1993
2014,8,Massachusetts,1744
2014,8,Michigan,1705
2014,8,Minnesota,1738
2014,8,Mississippi,164
2014,8,Missouri,1068
2014,8,Montana,66
2014,8,Nebraska,289
2014,8,Nevada,2569
2014,8,New Hampshire,83
2014,8,New Jersey,2040
2014,8,New York,2198
2014,8,North Carolina,1738
2014,8,North Dakota,101
2014,8,Ohio,538
2014,8,Oklahoma,336
2014,8,Oregon,729
2014,8,Pennsylvania,1310
2014,8,Rhode Island,175
2014,8,South Carolina,237
2014,8,South Dakota,151
2014,8,Tennessee,961
2014,8,Texas,6390
2014,8,Utah,1358
2014,8,Vermont,82
2014,8,Virginia,1058
2014,8,Washington,1971
2014,8,West Virginia,62
2014,8,Wisconsin,642
2014,8,Wyoming,97
2014,9,Alabama,228
2014,9,Alaska,140
2014,9,Arizona,1956
2014,9,Arkansas,255
2014,9,California,2537
2014,9,Colorado,3662
2014,9,Connecticut,225
2014,9,Delaware,20
2014,9,Florida,1322
2014,9,Georgia,5503
2014,9,Hawaii,340
2014,9,Idaho,136
2014,9,Illinois,6230
2014,9,Indiana,340
2014,9,Iowa,177
2014,9,Kansas,129
2014,9,Kentucky,289
2014,9,Louisiana,461
2014,9,Maine,64
2014,9,Maryland,1491
2014,9,Massachusetts,1118
2014,9,Michigan,1234
2014,9,Minnesota,1172
2014,9,Mississippi,184
2014,9,Missouri,784
2014,9,Montana,33
2014,9,Nebraska,219
2014,9,Nevada,2045
2014,9,New Hampshire,55
2014,9,New Jersey,1619
2014,9,New York,1576
2014,9,North Carolina,1582
2014,9,North Dakota,71
2014,9,Ohio,460
2014,9,Oklahoma,297
2014,9,Oregon,503
2014,9,Pennsylvania,1031
2014,9,Rhode Island,133
2014,9,South Carolina,226
2014,9,South Dakota,112
2014,9,Tennessee,809
2014,9,Texas,4983
2014,9,Utah,939
2014,9,Vermont,84
2014,9,Virginia,779
2014,9,Washington,1361
2014,9,West Virginia,62
2014,9,Wisconsin,459
2014,9,Wyoming,46
2014,10,Alabama,222
2014,10,Alaska,154
2014,10,Arizona,2112
2014,10,Arkansas,261
2014,10,California,3118
2014,10,Colorado,3599
2014,10,Connecticut,225
2014,10,Delaware,6
2014,10,Florida,1265
2014,10,Georgia,5223
2014,10,Hawaii,457
2014,10,Idaho,122
2014,10,Illinois,8310
2014,10,Indiana,408
2014,10,Iowa,223
2014,10,Kansas,185
2014,10,Kentucky,356
2014,10,Louisiana,563
2014,10,Maine,61
2014,10,Maryland,1680
2014,10,Massachusetts,1743
2014,10,Michigan,1652
2014,10,Minnesota,1350
2014,10,Mississippi,166
2014,10,Missouri,911
2014,10,Montana,13
2014,10,Nebraska,302
2014,10,Nevada,1961
2014,10,New Hampshire,60
2014,10,New Jersey,1454
2014,10,New York,1873
2014,10,North Carolina,1823
2014,10,North Dakota,100
2014,10,Ohio,573
2014,10,Oklahoma,363
2014,10,Oregon,498
2014,10,Pennsylvania,1354
2014,10,Rhode Island,117
2014,10,South Carolina,220
2014,10,South Dakota,130
2014,10,Tennessee,981
2014,10,Texas,6050
2014,10,Utah,888
2014,10,Vermont,82
2014,10,Virginia,1108
2014,10,Washington,1314
2014,10,West Virginia,62
2014,10,Wisconsin,615
2014,10,Wyoming,6
2014,11,Alabama,177
2014,11,Alaska,147
2014,11,Arizona,2115
2014,11,Arkansas,221
2014,11,California,3096
2014,11,Colorado,4149
2014,11,Connecticut,280
2014,11,Delaware,6
2014,11,Florida,1508
2014,11,Georgia,3361
2014,11,Hawaii,346
2014,11,Idaho,199
2014,11,Illinois,6317
2014,11,Indiana,354
2014,11,Iowa,205
2014,11,Kansas,170
2014,11,Kentucky,391
2014,11,Louisiana,492
2014,11,Maine,59
2014,11,Maryland,1327
2014,11,Massachusetts,1640
2014,11,Michigan,1934
