YEAR,ORIGIN_STATE_NM,DEST_STATE_NM,TOTAL_FLIGHTS
2014,Missouri,Massachusetts,2149
2014,Missouri,Michigan,4260
2014,Missouri,Minnesota,6613
2014,Missouri,Missouri,1318
2014,Missouri,Nebraska,2026
2014,Missouri,Nevada,3919
2014,Missouri,New Jersey,5898
2014,Missouri,North Carolina,3772
2014,Missouri,Ohio,1350
2014,Missouri,Oklahoma,1670
2014,Missouri,Oregon,439
2014,Missouri,Pennsylvania,1352
2014,Missouri,Tennessee,2622
2014,Missouri,Texas,17341
2014,Missouri,Utah,1735
2014,Missouri,Virginia,4351
2014,Missouri,Washington,1367
2014,Missouri,Wisconsin,1965
2014,Montana,California,504
2014,Montana,Colorado,7603
2014,Montana,Georgia,337
2014,Montana,Illinois,520
2014,Montana,Minnesota,2747
2014,Montana,Montana,1
2014,Montana,New Jersey,116
2014,Montana,Utah,9054
2014,Montana,Washington,4
2014,Nebraska,Arizona,2644
2014,Nebraska,California,179
2014,Nebraska,Colorado,6812
2014,Nebraska,Florida,88
2014,Nebraska,Georgia,3528
2014,Nebraska,Illinois,8110
2014,Nebraska,Michigan,1623
2014,Nebraska,Minnesota,2874
2014,Nebraska,Missouri,2026
2014,Nebraska,Nevada,1832
2014,Nebraska,New Jersey,1427
2014,Nebraska,North Carolina,2
2014,Nebraska,Texas,5857
2014,Nebraska,Utah,1036
2014,Nebraska,Washington,732
2014,Nevada,Alabama,730
2014,Nevada,Alaska,312
2014,Nevada,Arizona,15537
2014,Nevada,Arkansas,748
2014,Nevada,California,57493
2014,Nevada,Colorado,14162
2014,Nevada,Connecticut,478
2014,Nevada,Florida,4101
2014,Nevada,Georgia,8411
2014,Nevada,Hawaii,1780
2014,Nevada,Idaho,1427
2014,Nevada,Illinois,9456
2014,Nevada,Indiana,1913
2014,Nevada,Iowa,730
2014,Nevada,Kansas,730
2014,Nevada,Kentucky,919
2014,Nevada,Louisiana,1411
2014,Nevada,Maryland,2947
2014,Nevada,Massachusetts,1609
2014,Nevada,Michigan,4550
2014,Nevada,Minnesota,4449
2014,Nevada,Missouri,3919
2014,Nevada,Nebraska,1832
2014,Nevada,Nevada,3524
2014,Nevada,New Hampshire,18
2014,Nevada,New Jersey,3691
2014,Nevada,New Mexico,1698
2014,Nevada,New York,9614
2014,Nevada,North Carolina,3855
2014,Nevada,Ohio,2176
2014,Nevada,Oklahoma,1820
2014,Nevada,Oregon,5141
2014,Nevada,Pennsylvania,4783
2014,Nevada,Tennessee,2136
2014,Nevada,Texas,18464
2014,Nevada,Utah,10223
2014,Nevada,Virginia,1520
2014,Nevada,Washington,12798
2014,Nevada,Wisconsin,2202
2014,New Hampshire,Florida,2055
2014,New Hampshire,Georgia,1015
2014,New Hampshire,Illinois,1777
2014,New Hampshire,Maryland,5024
2014,New Hampshire,Michigan,897
2014,New Hampshire,Nevada,18
2014,New Hampshire,New Jersey,749
2014,New Hampshire,North Carolina,2
2014,New Hampshire,Ohio,61
2014,New Hampshire,Pennsylvania,9
2014,New Jersey,Alaska,26
2014,New Jersey,Arizona,4953
2014,New Jersey,California,17565
2014,New Jersey,Colorado,5690
2014,New Jersey,Connecticut,647
2014,New Jersey,Florida,24566
2014,New Jersey,Georgia,11667
2014,New Jersey,Hawaii,730
2014,New Jersey,Illinois,10371
2014,New Jersey,Indiana,3446
2014,New Jersey,Iowa,539
2014,New Jersey,Kentucky,4073
2014,New Jersey,Louisiana,2544
2014,New Jersey,Maine,1004
2014,New Jersey,Maryland,605
2014,New Jersey,Massachusetts,10371
2014,New Jersey,Michigan,6513
2014,New Jersey,Minnesota,3766
2014,New Jersey,Missouri,5898
2014,New Jersey,Montana,116
2014,New Jersey,Nebraska,1427
2014,New Jersey,Nevada,3691
2014,New Jersey,New Hampshire,749
2014,New Jersey,New York,1950
2014,New Jersey,North Carolina,12037
2014,New Jersey,Ohio,4792
2014,New Jersey,Oklahoma,912
2014,New Jersey,Oregon,989
2014,New Jersey,Pennsylvania,480
2014,New Jersey,Rhode Island,402
2014,New Jersey,South Carolina,3379
2014,New Jersey,Tennessee,6014
2014,New Jersey,Texas,11057
2014,New Jersey,Utah,682
2014,New Jersey,Vermont,810
2014,New Jersey,Virginia,5967
2014,New Jersey,Washington,3336
2014,New Jersey,Wisconsin,2254
2014,New Jersey,Wyoming,78
2014,New York,Arizona,5189
2014,New York,California,37718
2014,New York,Colorado,5074
2014,New York,Florida,38513
2014,New York,Georgia,22033
2014,New York,Hawaii,656
2014,New York,Illinois,25139
2014,New York,Indiana,778
2014,New York,Kentucky,760
2014,New York,Louisiana,3355
2014,New York,Maine,2734
2014,New York,Maryland,9071
2014,New York,Massachusetts,18427
2014,New York,Michigan,8529
2014,New York,Minnesota,4479
2014,New York,Nevada,9614
2014,New York,New Jersey,1950
2014,New York,New Mexico,342
2014,New York,New York,8008
2014,New York,North Carolina,16414
2014,New York,Ohio,4559
2014,New York,Oregon,1708
2014,New York,Pennsylvania,1320
2014,New York,South Carolina,2162
2014,New York,Tennessee,4048
2014,New York,Texas,8596
2014,New York,Utah,4060
2014,New York,Vermont,2806
2014,New York,Virginia,11537
2014,New York,Washington,4326
2014,New York,Wyoming,10
2014,North Carolina,Alabama,2
2014,North Carolina,Arizona,6446
2014,North Carolina,California,7870
2014,North Carolina,Colorado,4503
2014,North Carolina,Connecticut,3509
2014,North Carolina,Florida,23696
2014,North Carolina,Georgia,29352
2014,North Carolina,Illinois,14841
2014,North Carolina,Indiana,1233
2014,North Carolina,Iowa,58
2014,North Carolina,Kentucky,40
2014,North Carolina,Louisiana,3832
2014,North Carolina,Maine,736
2014,North Carolina,Maryland,9796
2014,North Carolina,Massachusetts,9504
2014,North Carolina,Michigan,8488
2014,North Carolina,Minnesota,4887
2014,North Carolina,Missouri,3772
2014,North Carolina,Nebraska,2
2014,North Carolina,Nevada,3855
2014,North Carolina,New Hampshire,2
2014,North Carolina,New Jersey,12037
2014,North Carolina,New York,16414
2014,North Carolina,North Carolina,3468
2014,North Carolina,Ohio,2759
2014,North Carolina,Oregon,554
2014,North Carolina,Pennsylvania,11200
2014,North Carolina,Rhode Island,2510
2014,North Carolina,South Carolina,718
2014,North Carolina,Tennessee,4207
2014,North Carolina,Texas,18313
2014,North Carolina,Utah,1687
2014,North Carolina,Virginia,9050
2014,North Carolina,Washington,1892
2014,North Dakota,Colorado,8341
2014,North Dakota,Georgia,66
2014,North Dakota,Illinois,4661
2014,North Dakota,Minnesota,5406
2014,North Dakota,North Dakota,1
2014,North Dakota,Texas,845
2014,North Dakota,Utah,481
2014,Ohio,Arizona,1891
2014,Ohio,California,2892
2014,Ohio,Colorado,4827
2014,Ohio,Connecticut,286
2014,Ohio,Florida,6798
2014,Ohio,Georgia,13124
2014,Ohio,Illinois,21626
2014,Ohio,Indiana,438
2014,Ohio,Kentucky,67
2014,Ohio,Louisiana,63
2014,Ohio,Maryland,5186
2014,Ohio,Massachusetts,2503
2014,Ohio,Michigan,1679
2014,Ohio,Minnesota,2110
2014,Ohio,Missouri,1350
2014,Ohio,Nevada,2176
2014,Ohio,New Hampshire,61
2014,Ohio,New Jersey,4792
2014,Ohio,New York,4559
2014,Ohio,North Carolina,2759
2014,Ohio,Ohio,157
2014,Ohio,Oklahoma,127
2014,Ohio,Pennsylvania,196
2014,Ohio,Rhode Island,61
2014,Ohio,South Carolina,202
2014,Ohio,Tennessee,2939
2014,Ohio,Texas,8083
2014,Ohio,Vermont,29
2014,Ohio,Virginia,3064
2014,Ohio,Washington,80
2014,Ohio,Wisconsin,2016
2014,Oklahoma,Arizona,2060
2014,Oklahoma,California,1893
2014,Oklahoma,Colorado,6993
2014,Oklahoma,Georgia,6518
2014,Oklahoma,Illinois,7602
2014,Oklahoma,Maryland,720
2014,Oklahoma,Michigan,1567
2014,Oklahoma,Minnesota,789
2014,Oklahoma,Missouri,1670
2014,Oklahoma,Nevada,1820
2014,Oklahoma,New Jersey,912
2014,Oklahoma,Ohio,127
2014,Oklahoma,Texas,14920
2014,Oklahoma,Utah,1778
2014,Oregon,Alaska,2092
2014,Oregon,Arizona,7514
2014,Oregon,California,24565
2014,Oregon,Colorado,9685
2014,Oregon,Georgia,3117
2014,Oregon,Hawaii,2337
2014,Oregon,Idaho,195
2014,Oregon,Illinois,5684
2014,Oregon,Maryland,172
2014,Oregon,Massachusetts,1008
2014,Oregon,Michigan,620
2014,Oregon,Minnesota,2722
2014,Oregon,Missouri,439
2014,Oregon,Nevada,5141
2014,Oregon,New Jersey,989
2014,Oregon,New Mexico,299
2014,Oregon,New York,1708
2014,Oregon,North Carolina,554
2014,Oregon,Oregon,1521
2014,Oregon,Pennsylvania,360
2014,Oregon,Texas,4892
2014,Oregon,Utah,7003
2014,Oregon,Virginia,1101
2014,Oregon,Washington,4581
2014,Pennsylvania,Arizona,6471
2014,Pennsylvania,California,9182
2014,Pennsylvania,Colorado,5936
2014,Pennsylvania,Connecticut,531
2014,Pennsylvania,Florida,20831
2014,Pennsylvania,Georgia,19517
2014,Pennsylvania,Illinois,15593
2014,Pennsylvania,Indiana,371
2014,Pennsylvania,Kentucky,5
2014,Pennsylvania,Louisiana,829
2014,Pennsylvania,Maine,190
2014,Pennsylvania,Maryland,2337
2014,Pennsylvania,Massachusetts,14554
2014,Pennsylvania,Michigan,7347
2014,Pennsylvania,Minnesota,5329
2014,Pennsylvania,Missouri,1352
2014,Pennsylvania,Nevada,4783
2014,Pennsylvania,New Hampshire,9
2014,Pennsylvania,New Jersey,480
2014,Pennsylvania,New York,1320
2014,Pennsylvania,North Carolina,11200
2014,Pennsylvania,Ohio,196
2014,Pennsylvania,Oregon,360
2014,Pennsylvania,Pennsylvania,1049
2014,Pennsylvania,Rhode Island,653
2014,Pennsylvania,Tennessee,1726
2014,Pennsylvania,Texas,12971
2014,Pennsylvania,Utah,1411
2014,Pennsylvania,Vermont,234
2014,Pennsylvania,Virginia,727
2014,Pennsylvania,Washington,2300
2014,Rhode Island,Colorado,18
2014,Rhode Island,Florida,6073
2014,Rhode Island,Georgia,2085
2014,Rhode Island,Illinois,1845
2014,Rhode Island,Maryland,5619
2014,Rhode Island,Michigan,1541
2014,Rhode Island,Minnesota,6
2014,Rhode Island,New Jersey,402
2014,Rhode Island,North Carolina,2510
2014,Rhode Island,Ohio,61
2014,Rhode Island,Pennsylvania,653
2014,Rhode Island,Virginia,476
2014,South Carolina,Georgia,13480
2014,South Carolina,Illinois,3658
2014,South Carolina,Maryland,2633
2014,South Carolina,Massachusetts,850
2014,South Carolina,Michigan,385
2014,South Carolina,New Jersey,3379
2014,South Carolina,New York,2162
2014,South Carolina,North Carolina,718
2014,South Carolina,Ohio,202
2014,South Carolina,Tennessee,892
2014,South Carolina,Texas,4570
2014,South Carolina,Utah,2
2014,South Carolina,Virginia,1675
2014,South Dakota,Colorado,4720
2014,South Dakota,Georgia,744
2014,South Dakota,Illinois,5270
2014,South Dakota,Minnesota,4430
2014,South Dakota,Texas,2710
2014,Tennessee,Arizona,1562
2014,Tennessee,California,4249
2014,Tennessee,Colorado,6502
2014,Tennessee,Florida,9239
2014,Tennessee,Georgia,16072
2014,Tennessee,Illinois,15957
2014,Tennessee,Kentucky,720
2014,Tennessee,Louisiana,2226
2014,Tennessee,Maryland,4549
2014,Tennessee,Massachusetts,1255
2014,Tennessee,Michigan,4964
2014,Tennessee,Minnesota,3061
2014,Tennessee,Missouri,2622
2014,Tennessee,Nevada,2136
2014,Tennessee,New Jersey,6014
2014,Tennessee,New York,4048
2014,Tennessee,North Carolina,4207
2014,Tennessee,Ohio,2939
2014,Tennessee,Pennsylvania,1726
2014,Tennessee,South Carolina,892
2014,Tennessee,Tennessee,5
2014,Tennessee,Texas,14878
2014,Tennessee,Utah,1105
2014,Tennessee,Virginia,3349
2014,Tennessee,Washington,294
2014,Texas,Alabama,8566
2014,Texas,Alaska,335
2014,Texas,Arizona,23077
2014,Texas,Arkansas,13805
2014,Texas,California,47289
2014,Texas,Colorado,32620
2014,Texas,Connecticut,2040
2014,Texas,Florida,29779
2014,Texas,Georgia,35476
2014,Texas,Hawaii,2294
2014,Texas,Illinois,26188
2014,Texas,Indiana,6544
2014,Texas,Iowa,5588
2014,Texas,Kansas,6610
2014,Texas,Kentucky,8112
2014,Texas,Louisiana,24807
2014,Texas,Maryland,7223
2014,Texas,Massachusetts,10671
2014,Texas,Michigan,10494
2014,Texas,Minnesota,7732
2014,Texas,Mississippi,8840
2014,Texas,Missouri,17341
2014,Texas,Nebraska,5857
2014,Texas,Nevada,18464
2014,Texas,New Jersey,11057
2014,Texas,New Mexico,4510
2014,Texas,New York,8596
2014,Texas,North Carolina,18313
2014,Texas,North Dakota,845
2014,Texas,Ohio,8083
2014,Texas,Oklahoma,14920
2014,Texas,Oregon,4892
2014,Texas,Pennsylvania,12971
2014,Texas,South Carolina,4570
2014,Texas,South Dakota,2710
2014,Texas,Tennessee,14878
2014,Texas,Texas,51597
2014,Texas,Utah,9436
2014,Texas,Virginia,14924
2014,Texas,Washington,10743
2014,Texas,West Virginia,1036
2014,Texas,Wisconsin,5418
2014,Texas,Wyoming,528
2014,Utah,Alaska,359
2014,Utah,Arizona,13097
2014,Utah,California,29526
2014,Utah,Colorado,17177
2014,Utah,Connecticut,2
2014,Utah,Florida,1554
2014,Utah,Georgia,5418
2014,Utah,Hawaii,712
2014,Utah,Idaho,8474
2014,Utah,Illinois,5676
2014,Utah,Indiana,654
2014,Utah,Iowa,20
2014,Utah,Kentucky,1218
2014,Utah,Louisiana,709
2014,Utah,Maryland,2094
2014,Utah,Massachusetts,1242
2014,Utah,Michigan,2966
2014,Utah,Minnesota,3955
2014,Utah,Missouri,1735
2014,Utah,Montana,9054
2014,Utah,Nebraska,1036
2014,Utah,Nevada,10223
2014,Utah,New Jersey,682
2014,Utah,New Mexico,1032
2014,Utah,New York,4060
2014,Utah,North Carolinaaro,1687
2014,Utah,North Dakota,481
2014,Utah,Oklahoma,1778
2014,Utah,Oregon,7003
2014,Utah,Pennsylvania,1411
2014,Utah,South Carolina,2
2014,Utah,Tennessee,1105
2014,Utah,Texas,9436
2014,Utah,Utah,3129
2014,Utah,Virginia,1366
2014,Utah,Washington,9550
2014,Utah,Wyoming,4233
2014,Vermont,Georgia,727
2014,Vermont,Illinois,1035
2014,Vermont,Michigan,1505
2014,Vermont,New Jersey,810
2014,Vermont,New York,2806
2014,Vermont,Ohio,29
2014,Vermont,Pennsylvania,234
2014,Virginia,Arizona,2515
2014,Virginia,California,6715
2014,Virginia,Colorado,6261
2014,Virginia,Connecticut,1829
2014,Virginia,Florida,17693
2014,Virginia,Georgia,28763
2014,Virginia,Illinois,18816
2014,Virginia,Indiana,964
2014,Virginia,Kentucky,330
2014,Virginia,Louisiana,1043
2014,Virginia,Massachusetts,20937
2014,Virginia,Michigan,6951
2014,Virginia,Minnesota,5071
2014,Virginia,Missouri,4351
2014,Virginia,Nevada,1520
2014,Virginia,New Jersey,5967
2014,Virginia,New York,11537
2014,Virginia,North Carolina,9050
2014,Virginia,Ohio,3064
2014,Virginia,Oregon,1101
2014,Virginia,Pennsylvania,727
2014,Virginia,Rhode Island,476
2014,Virginia,South Carolina,1675
2014,Virginia,Tennessee,3349
2014,Virginia,Texas,14924
2014,Virginia,Utah,1366
2014,Virginia,Washington,2415
2014,Virginia,Wisconsin,2688
2014,Washington,Alaska,16140
2014,Washington,Arizona,11499
2014,Washington,California,44726
2014,Washington,Colorado,14540
2014,Washington,Florida,1858
2014,Washington,Georgia,5070
2014,Washington,Hawaii,5415
2014,Washington,Illinois,9995
2014,Washington,Kentucky,316
2014,Washington,Louisiana,406
2014,Washington,Maryland,642
2014,Washington,Massachusetts,3214
2014,Washington,Michigan,3155
2014,Washington,Minnesota,6525
2014,Washington,Missouri,1367
2014,Washington,Montana,4
2014,Washington,Nebraska,732
2014,Washington,Nevada,12798
2014,Washington,New Jersey,3336
2014,Washington,New Mexico,609
2014,Washington,New York,4326
2014,Washington,North Carolina,1892
2014,Washington,Ohio,80
2014,Washington,Oregon,4581
2014,Washington,Pennsylvania,2300
2014,Washington,Tennessee,294
2014,Washington,Texas,10743
2014,Washington,Utah,9550
2014,Washington,Virginia,2415
2014,Washington,Washington,1865
2014,Washington,Wisconsin,714
2014,Washington,Wyoming,30
2014,West Virginia,Georgia,2622
2014,West Virginia,Illinois,1367
2014,West Virginia,Michigan,433
2014,West Virginia,Texas,1036
2014,Wisconsin,Arizona,3006
2014,Wisconsin,California,1241
2014,Wisconsin,Colorado,6328
2014,Wisconsin,Florida,4028
2014,Wisconsin,Georgia,9162
2014,Wisconsin,Illinois,22113
2014,Wisconsin,Kentucky,914
2014,Wisconsin,Louisiana,348
2014,Wisconsin,Maryland,2015
2014,Wisconsin,Massachusetts,1352
2014,Wisconsin,Michigan,6323
2014,Wisconsin,Minnesota,8294
2014,Wisconsin,Missouri,1965
2014,Wisconsin,Nevada,2202
2014,Wisconsin,New Jersey,2254
2014,Wisconsin,Ohio,2016
2014,Wisconsin,Texas,5418
2014,Wisconsin,Virginia,2688
2014,Wisconsin,Washington,714
2014,Wyoming,California,585
2014,Wyoming,Colorado,6757
2014,Wyoming,Georgia,336
2014,Wyoming,Illinois,575
2014,Wyoming,Minnesota,202
2014,Wyoming,New Jersey,78
2014,Wyoming,New York,10
2014,Wyoming,Texas,528
2014,Wyoming,Utah,4233
2014,Wyoming,Washington,30
2015,Alabama,Florida,2694
2015,Alabama,Georgia,16003
2015,Alabama,Nevada,730
2015,Alabama,Texas,6838
2015,Alaska,Alaska,5589
2015,Alaska,Arizona,846
2015,Alaska,Georgia,204
2015,Alaska,Hawaii,705
2015,Alaska,Nevada,168
2015,Alaska,Oregon,1950
2015,Alaska,Texas,330
2015,Alaska,Utah,196
2015,Arizona,Alaska,846
2015,Arizona,Arizona,5121
2015,Arizona,Florida,5202
2015,Arizona,Georgia,8637
2015,Arizona,Hawaii,3752
2015,Arizona,Idaho,2372
2015,Arizona,Indiana,2804
2015,Arizona,Iowa,529
2015,Arizona,Nevada,15023
2015,Arizona,Ohio,2718
2015,Arizona,Oregon,6980
2015,Arizona,Texas,23041
2015,Arizona,Utah,12985
2015,Florida,Alabama,2694
2015,Florida,Arizona,5202
2015,Florida,Florida,4043
2015,Florida,Georgia,72178
2015,Florida,Indiana,4763
2015,Florida,Maine,14
2015,Florida,Nevada,5519
2015,Florida,Ohio,7528
2015,Florida,Texas,32453
2015,Florida,Utah,2875
2015,Georgia,Alabama,16003
2015,Georgia,Alaska,204
2015,Georgia,Arizona,8637
2015,Georgia,Florida,72178
2015,Georgia,Georgia,10169
2015,Georgia,Hawaii,729
2015,Georgia,Indiana,11794
2015,Georgia,Iowa,2969
2015,Georgia,Kansas,2121
2015,Georgia,Maine,1396
2015,Georgia,Montana,234
2015,Georgia,Nevada,9056
2015,Georgia,Ohio,13480
2015,Georgia,Oregon,2348
2015,Georgia,Texas,35918
2015,Georgia,Utah,5579
2015,Georgia,Vermont,665
2015,Georgia,Wyoming,205
2015,Hawaii,Alaska,705
2015,Hawaii,Arizona,3752
2015,Hawaii,Georgia,729
2015,Hawaii,Hawaii,27576
2015,Hawaii,Nevada,1772
2015,Hawaii,Oregon,2473
2015,Hawaii,Texas,2426
2015,Hawaii,Utah,710
2015,Idaho,Arizona,2372
2015,Idaho,Nevada,1434
2015,Idaho,Oregon,125
2015,Idaho,Utah,7911
2015,Indiana,Arizona,2804
2015,Indiana,Florida,4763
2015,Indiana,Georgia,11794
2015,Indiana,Nevada,1881
2015,Indiana,Texas,6435
2015,Indiana,Utah,172
2015,Iowa,Arizona,529
2015,Iowa,Georgia,2969
2015,Iowa,Nevada,730
2015,Iowa,Texas,3393
2015,Iowa,Utah,202
2015,Kansas,Georgia,2121
2015,Kansas,Nevada,730
2015,Kansas,Texas,5347
2015,Maine,Florida,14
2015,Maine,Georgia,1396
2015,Montana,Georgia,234
2015,Montana,Oregon,294
2015,Montana,Utah,8349
2015,Nevada,Alabama,730
2015,Nevada,Alaska,168
2015,Nevada,Arizona,15023
2015,Nevada,Florida,5519
2015,Nevada,Georgia,9056
2015,Nevada,Hawaii,1772
2015,Nevada,Idaho,1434
2015,Nevada,Indiana,1881
2015,Nevada,Iowa,730
2015,Nevada,Kansas,730
2015,Nevada,Nevada,3505
2015,Nevada,Ohio,3770
2015,Nevada,Oregon,5638
2015,Nevada,Texas,21051
2015,Nevada,Utah,9794
2015,Ohio,Arizona,2718
2015,Ohio,Florida,7528
2015,Ohio,Georgia,13480
2015,Ohio,Nevada,3770
2015,Ohio,Texas,7336
2015,Oregon,Alaska,1950
2015,Oregon,Arizona,6980
2015,Oregon,Georgia,2348
2015,Oregon,Hawaii,2473
2015,Oregon,Idaho,125
2015,Oregon,Montana,294
2015,Oregon,Nevada,5638
2015,Oregon,Texas,5249
2015,Oregon,Utah,7204
2015,Texas,Alabama,6838
2015,Texas,Alaska,330
2015,Texas,Arizona,23041
2015,Texas,Florida,32453
2015,Texas,Georgia,35918
2015,Texas,Hawaii,2426
2015,Texas,Indiana,6435
2015,Texas,Iowa,3393
2015,Texas,Kansas,5347
2015,Texas,Nevada,21051
2015,Texas,Ohio,7336
2015,Texas,Oregon,5249
2015,Texas,Texas,42280
2015,Texas,Utah,10021
2015,Texas,Wyoming,857
2015,Utah,Alaska,196
2015,Utah,Arizona,12985
2015,Utah,Florida,2875
2015,Utah,Georgia,5579
2015,Utah,Hawaii,710
2015,Utah,Idaho,7911
2015,Utah,Indiana,172
2015,Utah,Iowa,202
2015,Utah,Montana,8349
2015,Utah,Nevada,9794
2015,Utah,Oregon,7204
2015,Utah,Texas,10021
2015,Utah,Utah,2370
2015,Utah,Wyoming,3735
2015,Vermont,Georgia,665
2015,Wyoming,Georgia,205
2015,Wyoming,Texas,857
2015,Wyoming,Utah,3735
2016,Alabama,Arizona,3
2016,Alabama,Colorado,731
2016,Alabama,Florida,2132
2016,Alabama,Georgia,16226
2016,Alabama,Illinois,3334
2016,Alabama,Maryland,768
2016,Alabama,Michigan,1698
2016,Alabama,Nevada,787
2016,Alabama,Texas,3724
2016,Alaska,Alaska,5850
2016,Alaska,Arizona,641
2016,Alaska,California,1289
2016,Alaska,Colorado,908
2016,Alaska,Georgia,216
2016,Alaska,Hawaii,777
2016,Alaska,Illinois,1337
2016,Alaska,Minnesota,1278
2016,Alaska,Nevada,154
2016,Alaska,New Jersey,20
2016,Alaska,Oregon,2120
2016,Alaska,Texas,320
2016,Alaska,Utah,184
2016,Alaska,Washington,18131
2016,Arizona,Alabama,3
2016,Arizona,Alaska,641
2016,Arizona,Arizona,5337
2016,Arizona,Arkansas,732
2016,Arizona,California,54139
2016,Arizona,Colorado,20566
2016,Arizona,Florida,5065
2016,Arizona,Georgia,8142
2016,Arizona,Hawaii,3705
2016,Arizona,Idaho,2249
2016,Arizona,Illinois,13316
2016,Arizona,Indiana,2858
2016,Arizona,Iowa,1468
2016,Arizona,Kansas,528
2016,Arizona,Kentucky,657
2016,Arizona,Louisiana,895
2016,Arizona,Maryland,3630
2016,Arizona,Massachusetts,3083
2016,Arizona,Michigan,6197
2016,Arizona,Minnesota,8764
2016,Arizona,Missouri,6848
2016,Arizona,Nebraska,2624
2016,Arizona,Nevada,14544
2016,Arizona,New Jersey,4733
2016,Arizona,New Mexico,2440
2016,Arizona,New York,6017
2016,Arizona,North Carolina,6503
2016,Arizona,Ohio,2398
2016,Arizona,Oklahoma,2131
2016,Arizona,Oregon,6788
2016,Arizona,Pennsylvania,6346
2016,Arizona,Tennessee,1703
2016,Arizona,Texas,21689
2016,Arizona,Utah,11896
2016,Arizona,Virginia,2527
2016,Arizona,Washington,13766
2016,Arizona,Wisconsin,3094
2016,Arkansas,Arizona,732
2016,Arkansas,Colorado,2047
2016,Arkansas,Georgia,7131
2016,Arkansas,Illinois,2749
2016,Arkansas,Maryland,10
2016,Arkansas,Michigan,546
2016,Arkansas,Missouri,1341
2016,Arkansas,Nevada,732
2016,Arkansas,Texas,4302
2016,California,Alaska,1289
2016,California,Arizona,54139
2016,California,California,42776
2016,California,Colorado,45493
2016,California,Connecticut,403
2016,California,Florida,13394
2016,California,Georgia,21074
2016,California,Hawaii,22703
2016,California,Idaho,4121
2016,California,Illinois,36138
2016,California,Indiana,2586
2016,California,Kentucky,1787
2016,California,Louisiana,5840
2016,California,Maryland,5685
2016,California,Massachusetts,15501
2016,California,Michigan,6805
2016,California,Minnesota,14027
2016,California,Missouri,7053
2016,California,Montana,551
2016,California,Nebraska,668
2016,California,Nevada,56815
2016,California,New Jersey,19428
2016,California,New Mexico,1204
2016,California,New York,37844
2016,California,North Carolina,8265
2016,California,Ohio,3218
2016,California,Oklahoma,1017
2016,California,Oregon,29721
2016,California,Pennsylvania,8142
2016,California,Tennessee,5572
2016,California,Texas,45895
2016,California,Utah,29232
2016,California,Virginia,6804
2016,California,Washington,52469
2016,California,Wisconsin,1380
2016,California,Wyoming,831
2016,Colorado,Alabama,731
2016,Colorado,Alaska,908
2016,Colorado,Arizona,20566
2016,Colorado,Arkansas,2047
2016,Colorado,California,45493
2016,Colorado,Colorado,7707
2016,Colorado,Connecticut,1295
2016,Colorado,Florida,12346
2016,Colorado,Georgia,12720
2016,Colorado,Hawaii,1073
2016,Colorado,Idaho,5377
2016,Colorado,Illinois,18222
2016,Colorado,Indiana,4282
2016,Colorado,Iowa,3562
2016,Colorado,Kansas,2606
2016,Colorado,Kentucky,2314
2016,Colorado,Louisiana,3382
2016,Colorado,Maryland,4781
2016,Colorado,Massachusetts,5652
2016,Colorado,Michigan,7021
2016,Colorado,Minnesota,12055
2016,Colorado,Missouri,8636
2016,Colorado,Montana,5989
2016,Colorado,Nebraska,5526
2016,Colorado,Nevada,15424
2016,Colorado,New Jersey,7056
2016,Colorado,New Mexico,1920
2016,Colorado,New York,6239
2016,Colorado,North Carolina,7484
2016,Colorado,North Dakota,5410
2016,Colorado,Ohio,4347
2016,Colorado,Oklahoma,6268
2016,Colorado,Oregon,9798
2016,Colorado,Pennsylvania,6725
2016,Colorado,South Carolina,18
2016,Colorado,South Dakota,3403
2016,Colorado,Tennessee,5746
2016,Colorado,Texas,31702
2016,Colorado,Utah,16942
2016,Colorado,Virginia,6876
2016,Colorado,Washington,15752
2016,Colorado,Wisconsin,5787
2016,Colorado,Wyoming,4585
2016,Connecticut,California,403
2016,Connecticut,Colorado,1295
2016,Connecticut,Florida,6735
2016,Connecticut,Georgia,4674
2016,Connecticut,Illinois,3632
2016,Connecticut,Maryland,4997
2016,Connecticut,Michigan,2889
2016,Connecticut,Minnesota,1405
2016,Connecticut,Nevada,604
2016,Connecticut,New Jersey,393
2016,Connecticut,North Carolina,3870
2016,Connecticut,Ohio,244
2016,Connecticut,Pennsylvania,523
2016,Connecticut,Texas,1345
2016,Connecticut,Virginia,1851
2016,Florida,Alabama,2132
2016,Florida,Arizona,5065
2016,Florida,California,13394
2016,Florida,Colorado,12346
2016,Florida,Connecticut,6735
2016,Florida,Florida,4304
2016,Florida,Georgia,72680
2016,Florida,Illinois,25848
2016,Florida,Indiana,5125
2016,Florida,Iowa,54
2016,Florida,Kentucky,3516
2016,Florida,Louisiana,5745
2016,Florida,Maine,10
2016,Florida,Maryland,20699
2016,Florida,Massachusetts,18240
2016,Florida,Michigan,15809
2016,Florida,Minnesota,7333
2016,Florida,Missouri,7689
2016,Florida,Nebraska,298
2016,Florida,Nevada,6074
2016,Florida,New Hampshire,2036
2016,Florida,New Jersey,29236
2016,Florida,New Mexico,71
2016,Florida,New York,40476
2016,Florida,North Carolina,22559
2016,Florida,Ohio,6262
2016,Florida,Pennsylvania,23047
2016,Florida,Rhode Island,5989
2016,Florida,Tennessee,8899
2016,Florida,Texas,29743
2016,Florida,Utah,2969
