YEAR,ORIGIN_STATE_NM,DEST_STATE_NM,TOTAL_FLIGHTS
2013,Oregon,Colorado,10078
2013,Oregon,Georgia,2490
2013,Oregon,Hawaii,2248
2013,Oregon,Idaho,425
2013,Oregon,Illinois,5283
2013,Oregon,Massachusetts,1172
2013,Oregon,Michigan,596
2013,Oregon,Minnesota,2783
2013,Oregon,Nevada,5936
2013,Oregon,New Jersey,1141
2013,Oregon,New Mexico,303
2013,Oregon,New York,1566
2013,Oregon,North Carolina,459
2013,Oregon,Ohio,165
2013,Oregon,Oregon,2500
2013,Oregon,Pennsylvania,302
2013,Oregon,Texas,4332
2013,Oregon,Utah,6875
2013,Oregon,Virginia,1095
2013,Oregon,Washington,4899
2013,Pennsylvania,Arizona,6540
2013,Pennsylvania,California,9893
2013,Pennsylvania,Colorado,5922
2013,Pennsylvania,Connecticut,714
2013,Pennsylvania,Florida,21915
2013,Pennsylvania,Georgia,20438
2013,Pennsylvania,Illinois,21310
2013,Pennsylvania,Indiana,323
2013,Pennsylvania,Kentucky,3107
2013,Pennsylvania,Louisiana,1451
2013,Pennsylvania,Maryland,2777
2013,Pennsylvania,Massachusetts,13337
2013,Pennsylvania,Michigan,12309
2013,Pennsylvania,Minnesota,6323
2013,Pennsylvania,Missouri,1386
2013,Pennsylvania,Nevada,4768
2013,Pennsylvania,New Hampshire,670
2013,Pennsylvania,New Jersey,658
2013,Pennsylvania,New York,3804
2013,Pennsylvania,North Carolina,13681
2013,Pennsylvania,Ohio,534
2013,Pennsylvania,Oregon,302
2013,Pennsylvania,Pennsylvania,1201
2013,Pennsylvania,Rhode Island,653
2013,Pennsylvania,Tennessee,2025
2013,Pennsylvania,Texas,12950
2013,Pennsylvania,Utah,1142
2013,Pennsylvania,Vermont,47
2013,Pennsylvania,Virginia,803
2013,Pennsylvania,Washington,2418
2013,Rhode Island,Colorado,609
2013,Rhode Island,Florida,6105
2013,Rhode Island,Georgia,2082
2013,Rhode Island,Illinois,2292
2013,Rhode Island,Maryland,5974
2013,Rhode Island,Michigan,3839
2013,Rhode Island,Minnesota,216
2013,Rhode Island,Nevada,10
2013,Rhode Island,New Jersey,742
2013,Rhode Island,North Carolina,3428
2013,Rhode Island,Ohio,132
2013,Rhode Island,Pennsylvania,653
2013,Rhode Island,Virginia,1089
2013,South Carolina,Florida,855
2013,South Carolina,Georgia,15293
2013,South Carolina,Illinois,4392
2013,South Carolina,Maryland,2727
2013,South Carolina,Massachusetts,709
2013,South Carolina,Michigan,2032
2013,South Carolina,New Jersey,3748
2013,South Carolina,New York,2272
2013,South Carolina,North Carolina,6629
2013,South Carolina,Ohio,287
2013,South Carolina,Tennessee,1092
2013,South Carolina,Texas,5186
2013,South Dakota,Colorado,4292
2013,South Dakota,Georgia,149
2013,South Dakota,Illinois,5643
2013,South Dakota,Michigan,209
2013,South Dakota,Minnesota,6447
2013,South Dakota,Texas,2233
2013,Tennessee,Arizona,1816
2013,Tennessee,California,4358
2013,Tennessee,Colorado,6053
2013,Tennessee,Florida,9187
2013,Tennessee,Georgia,20396
2013,Tennessee,Illinois,17916
2013,Tennessee,Kentucky,2252
2013,Tennessee,Louisiana,3228
2013,Tennessee,Maryland,4290
2013,Tennessee,Massachusetts,1511
2013,Tennessee,Michigan,7805
2013,Tennessee,Minnesota,4900
2013,Tennessee,Missouri,2999
2013,Tennessee,Nevada,2405
2013,Tennessee,New Jersey,5967
2013,Tennessee,New York,4725
2013,Tennessee,North Carolina,7990
2013,Tennessee,Ohio,3679
2013,Tennessee,Oklahoma,279
2013,Tennessee,Pennsylvania,2025
2013,Tennessee,South Carolina,1092
2013,Tennessee,Tennessee,475
2013,Tennessee,Texas,14714
2013,Tennessee,Utah,1685
2013,Tennessee,Virginia,5307
2013,Tennessee,Washington,294
2013,Texas,Alabama,8691
2013,Texas,Alaska,410
2013,Texas,Arizona,26529
2013,Texas,Arkansas,14601
2013,Texas,California,48100
2013,Texas,Colorado,30940
2013,Texas,Connecticut,2125
2013,Texas,Florida,29118
2013,Texas,Georgia,36161
2013,Texas,Hawaii,2178
2013,Texas,Illinois,29743
2013,Texas,Indiana,7016
2013,Texas,Iowa,6061
2013,Texas,Kansas,6864
2013,Texas,Kentucky,10104
2013,Texas,Louisiana,25134
2013,Texas,Maryland,7785
2013,Texas,Massachusetts,10802
2013,Texas,Michigan,12777
2013,Texas,Minnesota,9707
2013,Texas,Mississippi,9239
2013,Texas,Missouri,17809
2013,Texas,Nebraska,6040
2013,Texas,Nevada,18386
2013,Texas,New Jersey,12489
2013,Texas,New Mexico,4820
2013,Texas,New York,9134
2013,Texas,North Carolina,19540
2013,Texas,North Dakota,642
2013,Texas,Ohio,8447
2013,Texas,Oklahoma,15278
2013,Texas,Oregon,4332
2013,Texas,Pennsylvania,12950
2013,Texas,South Carolina,5186
2013,Texas,South Dakota,2233
2013,Texas,Tennessee,14714
2013,Texas,Texas,52305
2013,Texas,Utah,10329
2013,Texas,Virginia,14826
2013,Texas,Washington,10536
2013,Texas,West Virginia,721
2013,Texas,Wisconsin,5707
2013,Texas,Wyoming,445
2013,Utah,Alaska,663
2013,Utah,Arizona,13121
2013,Utah,California,28674
2013,Utah,Colorado,17239
2013,Utah,Florida,1386
2013,Utah,Georgia,5308
2013,Utah,Hawaii,716
2013,Utah,Idaho,9973
2013,Utah,Illinois,6643
2013,Utah,Indiana,730
2013,Utah,Kentucky,1381
2013,Utah,Louisiana,730
2013,Utah,Maryland,2044
2013,Utah,Massachusetts,1175
2013,Utah,Michigan,3083
2013,Utah,Minnesota,3804
2013,Utah,Missouri,2569
2013,Utah,Montana,10113
2013,Utah,Nebraska,1359
2013,Utah,Nevada,10642
2013,Utah,New Jersey,709
2013,Utah,New Mexico,1045
2013,Utah,New York,4223
2013,Utah,North Carolina,1382
2013,Utah,North Dakota,828
2013,Utah,Oklahoma,2046
2013,Utah,Oregon,6875
2013,Utah,Pennsylvania,1142
2013,Utah,Tennessee,1685
2013,Utah,Texas,10329
2013,Utah,Utah,2120
2013,Utah,Virginia,1620
2013,Utah,Washington,9922
2013,Utah,Wisconsin,197
2013,Utah,Wyoming,4546
2013,Vermont,Georgia,415
2013,Vermont,Illinois,934
2013,Vermont,Michigan,2405
2013,Vermont,New Jersey,1856
2013,Vermont,New York,3026
2013,Vermont,Ohio,767
2013,Vermont,Pennsylvania,47
2013,Virginia,Arizona,2501
2013,Virginia,California,6836
2013,Virginia,Colorado,6631
2013,Virginia,Connecticut,1031
2013,Virginia,Florida,17999
2013,Virginia,Georgia,30768
2013,Virginia,Illinois,20397
2013,Virginia,Kentucky,3411
2013,Virginia,Louisiana,753
2013,Virginia,Massachusetts,20452
2013,Virginia,Michigan,9470
2013,Virginia,Minnesota,4555
2013,Virginia,Missouri,3563
2013,Virginia,Nevada,1466
2013,Virginia,New Jersey,6924
2013,Virginia,New York,15691
2013,Virginia,North Carolina,15091
2013,Virginia,Ohio,1959
2013,Virginia,Oregon,1095
2013,Virginia,Pennsylvania,803
2013,Virginia,Rhode Island,1089
2013,Virginia,Tennessee,5307
2013,Virginia,Texas,14826
2013,Virginia,Utah,1620
2013,Virginia,Washington,2487
2013,Virginia,Wisconsin,2834
2013,Washington,Alaska,15519
2013,Washington,Arizona,11565
2013,Washington,California,41406
2013,Washington,Colorado,14818
2013,Washington,Florida,1667
2013,Washington,Georgia,5547
2013,Washington,Hawaii,5595
2013,Washington,Illinois,10084
2013,Washington,Kentucky,431
2013,Washington,Maryland,354
2013,Washington,Massachusetts,2726
2013,Washington,Michigan,2601
2013,Washington,Minnesota,6687
2013,Washington,Missouri,1850
2013,Washington,Nebraska,110
2013,Washington,Nevada,10798
2013,Washington,New Jersey,3687
2013,Washington,New Mexico,546
2013,Washington,New York,4184
2013,Washington,North Carolina,1835
2013,Washington,Ohio,193
2013,Washington,Oregon,4899
2013,Washington,Pennsylvania,2418
2013,Washington,Tennessee,294
2013,Washington,Texas,10536
2013,Washington,Utah,9922
2013,Washington,Virginia,2487
2013,Washington,Washington,1094
2013,Washington,Wisconsin,722
2013,Washington,Wyoming,4
2013,West Virginia,Georgia,3016
2013,West Virginia,Illinois,1336
2013,West Virginia,Michigan,1018
2013,West Virginia,Texas,721
2013,Wisconsin,Arizona,3106
2013,Wisconsin,California,1285
2013,Wisconsin,Colorado,6219
2013,Wisconsin,Florida,4510
2013,Wisconsin,Georgia,9812
2013,Wisconsin,Illinois,17303
2013,Wisconsin,Kentucky,1930
2013,Wisconsin,Louisiana,720
2013,Wisconsin,Maryland,2056
2013,Wisconsin,Massachusetts,1728
2013,Wisconsin,Michigan,10277
2013,Wisconsin,Minnesota,13137
2013,Wisconsin,Missouri,1957
2013,Wisconsin,Nevada,2237
2013,Wisconsin,New Jersey,2553
2013,Wisconsin,New York,1888
2013,Wisconsin,North Carolina,170
2013,Wisconsin,Ohio,2849
2013,Wisconsin,Texas,5707
2013,Wisconsin,Utah,197
2013,Wisconsin,Virginia,2834
2013,Wisconsin,Washington,722
2013,Wisconsin,Wisconsin,1
2013,Wyoming,California,396
2013,Wyoming,Colorado,6409
2013,Wyoming,Georgia,108
2013,Wyoming,Illinois,526
2013,Wyoming,Minnesota,136
2013,Wyoming,New Jersey,46
2013,Wyoming,New York,4
2013,Wyoming,Texas,445
2013,Wyoming,Utah,4546
2013,Wyoming,Washington,4
2014,Alabama,California,3
2014,Alabama,Colorado,1074
2014,Alabama,Florida,2855
2014,Alabama,Georgia,14708
2014,Alabama,Illinois,4107
2014,Alabama,Maryland,1657
2014,Alabama,Michigan,1814
2014,Alabama,Minnesota,361
2014,Alabama,Missouri,12
2014,Alabama,Nevada,730
2014,Alabama,North Carolina,2
2014,Alabama,Texas,8566
2014,Alaska,Alaska,5667
2014,Alaska,Arizona,866
2014,Alaska,California,989
2014,Alaska,Colorado,1054
2014,Alaska,Georgia,138
2014,Alaska,Hawaii,660
2014,Alaska,Illinois,1431
2014,Alaska,Minnesota,1598
2014,Alaska,Nevada,312
2014,Alaska,New Jersey,26
2014,Alaska,Oregon,2092
2014,Alaska,Texas,335
2014,Alaska,Utah,359
2014,Alaska,Washington,16140
2014,Arizona,Alaska,866
2014,Arizona,Arizona,4561
2014,Arizona,Arkansas,730
2014,Arizona,California,58885
2014,Arizona,Colorado,19742
2014,Arizona,Florida,5169
2014,Arizona,Georgia,8642
2014,Arizona,Hawaii,3637
2014,Arizona,Idaho,2342
2014,Arizona,Illinois,12444
2014,Arizona,Indiana,2810
2014,Arizona,Iowa,894
2014,Arizona,Kentucky,540
2014,Arizona,Louisiana,791
2014,Arizona,Maryland,3412
2014,Arizona,Massachusetts,3124
2014,Arizona,Michigan,5917
2014,Arizona,Minnesota,8663
2014,Arizona,Missouri,6568
2014,Arizona,Nebraska,2644
2014,Arizona,Nevada,15537
2014,Arizona,New Jersey,4953
2014,Arizona,New Mexico,3532
2014,Arizona,New York,5189
2014,Arizona,North Carolina,6446
2014,Arizona,Ohio,1891
2014,Arizona,Oklahoma,2060
2014,Arizona,Oregon,7514
2014,Arizona,Pennsylvania,6471
2014,Arizona,Tennessee,1562
2014,Arizona,Texas,23077
2014,Arizona,Utah,13097
2014,Arizona,Virginia,2515
2014,Arizona,Washington,11499
2014,Arizona,Wisconsin,3006
2014,Arkansas,Arizona,730
2014,Arkansas,Arkansas,1
2014,Arkansas,Colorado,2088
2014,Arkansas,Florida,10
2014,Arkansas,Georgia,7004
2014,Arkansas,Illinois,8889
2014,Arkansas,Maryland,720
2014,Arkansas,Michigan,768
2014,Arkansas,Nevada,748
2014,Arkansas,Texas,13805
2014,California,Alabama,3
2014,California,Alaska,989
2014,California,Arizona,58885
2014,California,California,59344
2014,California,Colorado,44690
2014,California,Connecticut,459
2014,California,Florida,11101
2014,California,Georgia,18184
2014,California,Hawaii,21781
2014,California,Idaho,4653
2014,California,Illinois,32654
2014,California,Indiana,1720
2014,California,Kansas,714
2014,California,Kentucky,1636
2014,California,Louisiana,4478
2014,California,Maryland,3074
2014,California,Massachusetts,14033
2014,California,Michigan,5686
2014,California,Minnesota,11235
2014,California,Missouri,5169
2014,California,Montana,504
2014,California,Nebraska,179
2014,California,Nevada,57493
2014,California,New Jersey,17565
2014,California,New Mexico,2768
2014,California,New York,37718
2014,California,North Carolina,7870
2014,California,Ohio,2892
2014,California,Oklahoma,1893
2014,California,Oregon,24565
2014,California,Pennsylvania,9182
2014,California,Tennessee,4249
2014,California,Texas,47289
2014,California,Utah,29526
2014,California,Virginia,6715
2014,California,Washington,44726
2014,California,Wisconsin,1241
2014,California,Wyoming,585
2014,Colorado,Alabama,1074
2014,Colorado,Alaska,1054
2014,Colorado,Arizona,19742
2014,Colorado,Arkansas,2088
2014,Colorado,California,44690
2014,Colorado,Colorado,7748
2014,Colorado,Connecticut,750
2014,Colorado,Delaware,283
2014,Colorado,Florida,10060
2014,Colorado,Georgia,10581
2014,Colorado,Hawaii,1079
2014,Colorado,Idaho,5868
2014,Colorado,Illinois,15490
2014,Colorado,Indiana,4327
2014,Colorado,Iowa,4306
2014,Colorado,Kansas,2267
2014,Colorado,Kentucky,2564
2014,Colorado,Louisiana,3772
2014,Colorado,Maryland,3771
2014,Colorado,Massachusetts,5002
2014,Colorado,Michigan,5279
2014,Colorado,Minnesota,10638
2014,Colorado,Missouri,8684
2014,Colorado,Montana,7603
2014,Colorado,Nebraska,6812
2014,Colorado,Nevada,14162
2014,Colorado,New Jersey,5690
2014,Colorado,New Mexico,2234
2014,Colorado,New York,5074
2014,Colorado,North Carolina,4503
2014,Colorado,North Dakota,8341
2014,Colorado,Ohio,4827
2014,Colorado,Oklahoma,6993
2014,Colorado,Oregon,9685
2014,Colorado,Pennsylvania,5936
2014,Colorado,Rhode Island,18
2014,Colorado,South Dakota,4720
2014,Colorado,Tennessee,6502
2014,Colorado,Texas,32620
2014,Colorado,Utah,17177
2014,Colorado,Virginia,6261
2014,Colorado,Washington,14540
2014,Colorado,Wisconsin,6328
2014,Colorado,Wyoming,6757
2014,Connecticut,California,459
2014,Connecticut,Colorado,750
2014,Connecticut,Florida,6817
2014,Connecticut,Georgia,6905
2014,Connecticut,Illinois,4274
2014,Connecticut,Kentucky,33
2014,Connecticut,Maryland,4906
2014,Connecticut,Michigan,2693
2014,Connecticut,Minnesota,1323
2014,Connecticut,Nevada,478
2014,Connecticut,New Jersey,647
2014,Connecticut,North Carolina,3509
2014,Connecticut,Ohio,286
2014,Connecticut,Pennsylvania,531
2014,Connecticut,Texas,2040
2014,Connecticut,Utah,2
2014,Connecticut,Virginia,1829
2014,Delaware,Colorado,283
2014,Delaware,Florida,506
2014,Delaware,Georgia,154
2014,Delaware,Michigan,126
2014,Florida,Alabama,2855
2014,Florida,Arizona,5169
2014,Florida,Arkansas,10
2014,Florida,California,11101
2014,Florida,Colorado,10060
2014,Florida,Connecticut,6817
2014,Florida,Delaware,506
2014,Florida,Florida,3401
2014,Florida,Georgia,69062
2014,Florida,Illinois,21164
2014,Florida,Indiana,5482
2014,Florida,Kentucky,3973
2014,Florida,Louisiana,6166
2014,Florida,Maine,10
2014,Florida,Maryland,17554
2014,Florida,Massachusetts,15947
2014,Florida,Michigan,11854
2014,Florida,Minnesota,6491
2014,Florida,Mississippi,316
2014,Florida,Missouri,6477
2014,Florida,Nebraska,88
2014,Florida,Nevada,4101
2014,Florida,New Hampshire,2055
2014,Florida,New Jersey,24566
2014,Florida,New Mexico,63
2014,Florida,New York,38513
2014,Florida,North Carolina,23696
2014,Florida,Ohio,6798
2014,Florida,Pennsylvania,20831
2014,Florida,Rhode Island,6073
2014,Florida,Tennessee,9239
2014,Florida,Texas,29779
2014,Florida,Utah,1554
2014,Florida,Virginia,17693
2014,Florida,Washington,1858
2014,Florida,Wisconsin,4028
2014,Georgia,Alabama,14708
2014,Georgia,Alaska,138
2014,Georgia,Arizona,8642
2014,Georgia,Arkansas,7004
2014,Georgia,California,18184
2014,Georgia,Colorado,10581
2014,Georgia,Connecticut,6905
2014,Georgia,Delaware,154
2014,Georgia,Florida,69062
2014,Georgia,Georgia,10218
2014,Georgia,Hawaii,730
2014,Georgia,Illinois,18843
2014,Georgia,Indiana,10207
2014,Georgia,Iowa,2865
2014,Georgia,Kansas,2716
2014,Georgia,Kentucky,9869
2014,Georgia,Louisiana,19600
2014,Georgia,Maine,1391
2014,Georgia,Maryland,12746
2014,Georgia,Massachusetts,11167
2014,Georgia,Michigan,12438
2014,Georgia,Minnesota,10817
2014,Georgia,Mississippi,7466
2014,Georgia,Missouri,13536
2014,Georgia,Montana,337
2014,Georgia,Nebraska,3528
2014,Georgia,Nevada,8411
2014,Georgia,New Hampshire,1015
2014,Georgia,New Jersey,11667
2014,Georgia,New Mexico,894
2014,Georgia,New York,22033
2014,Georgia,North Carolina,29352
2014,Georgia,North Dakota,66
2014,Georgia,Ohio,13124
2014,Georgia,Oklahoma,6518
2014,Georgia,Oregon,3117
2014,Georgia,Pennsylvania,19517
2014,Georgia,Rhode Island,2085
2014,Georgia,South Carolina,13480
2014,Georgia,South Dakota,744
2014,Georgia,Tennessee,16072
2014,Georgia,Texas,35476
2014,Georgia,Utah,5418
2014,Georgia,Vermont,727
2014,Georgia,Virginia,28763
2014,Georgia,Washington,5070
2014,Georgia,West Virginia,2622
2014,Georgia,Wisconsin,9162
2014,Georgia,Wyoming,336
2014,Hawaii,Alaska,660
2014,Hawaii,Arizona,3637
2014,Hawaii,California,21781
2014,Hawaii,Colorado,1079
2014,Hawaii,Georgia,730
2014,Hawaii,Hawaii,27564
2014,Hawaii,Illinois,801
2014,Hawaii,Nevada,1780
2014,Hawaii,New Jersey,730
2014,Hawaii,New York,656
2014,Hawaii,Oregon,2337
2014,Hawaii,Texas,2294
2014,Hawaii,Utah,712
2014,Hawaii,Washington,5415
2014,Idaho,Arizona,2342
2014,Idaho,California,4653
2014,Idaho,Colorado,5868
2014,Idaho,Illinois,534
2014,Idaho,Minnesota,1231
2014,Idaho,Nevada,1427
2014,Idaho,Oregon,195
2014,Idaho,Utah,8474
2014,Illinois,Alabama,4107
2014,Illinois,Alaska,1431
2014,Illinois,Arizona,12444
2014,Illinois,Arkansas,8889
2014,Illinois,California,32654
2014,Illinois,Colorado,15490
2014,Illinois,Connecticut,4274
2014,Illinois,Florida,21164
2014,Illinois,Georgia,18843
2014,Illinois,Hawaii,801
2014,Illinois,Idaho,534
2014,Illinois,Illinois,7245
2014,Illinois,Indiana,12308
2014,Illinois,Iowa,11645
2014,Illinois,Kansas,5110
2014,Illinois,Kentucky,12273
2014,Illinois,Louisiana,2560
2014,Illinois,Maine,716
2014,Illinois,Maryland,6047
2014,Illinois,Massachusetts,15700
2014,Illinois,Michigan,25037
2014,Illinois,Minnesota,15408
2014,Illinois,Mississippi,1177
2014,Illinois,Missouri,12738
2014,Illinois,Montana,520
2014,Illinois,Nebraska,8110
2014,Illinois,Nevada,9456
2014,Illinois,New Hampshire,1777
2014,Illinois,New Jersey,10371
2014,Illinois,New Mexico,635
2014,Illinois,New York,25139
2014,Illinois,North Carolina,14841
2014,Illinois,North Dakota,4661
2014,Illinois,Ohio,21626
2014,Illinois,Oklahoma,7602
2014,Illinois,Oregon,5684
2014,Illinois,Pennsylvania,15593
2014,Illinois,Rhode Island,1845
2014,Illinois,South Carolina,3658
2014,Illinois,South Dakota,5270
2014,Illinois,Tennessee,15957
2014,Illinois,Texas,26188
2014,Illinois,Utah,5676
2014,Illinois,Vermont,1035
2014,Illinois,Virginia,18816
2014,Illinois,Washington,9995
2014,Illinois,West Virginia,1367
2014,Illinois,Wisconsin,22113
2014,Illinois,Wyoming,575
2014,Indiana,Arizona,2810
2014,Indiana,California,1720
2014,Indiana,Colorado,4327
2014,Indiana,Florida,5482
2014,Indiana,Georgia,10207
2014,Indiana,Illinois,12308
2014,Indiana,Indiana,1
2014,Indiana,Maryland,2336
2014,Indiana,Michigan,4073
2014,Indiana,Minnesota,2156
2014,Indiana,Nevada,1913
2014,Indiana,New Jersey,3446
2014,Indiana,New York,778
2014,Indiana,North Carolina,1233
2014,Indiana,Ohio,438
2014,Indiana,Pennsylvania,371
2014,Indiana,Texas,6544
2014,Indiana,Utah,654
2014,Indiana,Virginia,964
2014,Iowa,Arizona,894
2014,Iowa,Colorado,4306
2014,Iowa,Georgia,2865
2014,Iowa,Illinois,11645
2014,Iowa,Michigan,510
2014,Iowa,Minnesota,206
2014,Iowa,Nevada,730
2014,Iowa,New Jersey,539
2014,Iowa,North Carolina,58
2014,Iowa,Texas,5588
2014,Iowa,Utah,20
2014,Kansas,California,714
2014,Kansas,Colorado,2267
2014,Kansas,Georgia,2716
2014,Kansas,Illinois,5110
2014,Kansas,Minnesota,680
2014,Kansas,Nevada,730
2014,Kansas,Texas,6610
2014,Kentucky,Arizona,540
2014,Kentucky,California,1636
2014,Kentucky,Colorado,2564
2014,Kentucky,Connecticut,33
2014,Kentucky,Florida,3973
2014,Kentucky,Georgia,9869
2014,Kentucky,Illinois,12273
2014,Kentucky,Kentucky,1
2014,Kentucky,Louisiana,12
2014,Kentucky,Massachusetts,597
2014,Kentucky,Michigan,1280
2014,Kentucky,Minnesota,1107
2014,Kentucky,Missouri,529
2014,Kentucky,Nevada,919
2014,Kentucky,New Jersey,4073
2014,Kentucky,New York,760
2014,Kentucky,North Carolina,40
2014,Kentucky,Ohio,67
2014,Kentucky,Pennsylvania,5
2014,Kentucky,Tennessee,720
2014,Kentucky,Texas,8112
2014,Kentucky,Utah,1218
2014,Kentucky,Virginia,330
2014,Kentucky,Washington,316
2014,Kentucky,Wisconsin,914
2014,Louisiana,Arizona,791
2014,Louisiana,California,4478
2014,Louisiana,Colorado,3772
2014,Louisiana,Florida,6166
2014,Louisiana,Georgia,19600
2014,Louisiana,Illinois,2560
2014,Louisiana,Kentucky,12
2014,Louisiana,Maryland,1806
2014,Louisiana,Massachusetts,698
2014,Louisiana,Michigan,1199
2014,Louisiana,Minnesota,320
2014,Louisiana,Missouri,1551
2014,Louisiana,Nevada,1411
2014,Louisiana,New Jersey,2544
2014,Louisiana,New York,3355
2014,Louisiana,North Carolina,3832
2014,Louisiana,Ohio,63
2014,Louisiana,Pennsylvania,829
2014,Louisiana,Tennessee,2226
2014,Louisiana,Texas,24807
2014,Louisiana,Utah,709
2014,Louisiana,Virginia,1043
2014,Louisiana,Washington,406
2014,Louisiana,Wisconsin,348
2014,Maine,Florida,10
2014,Maine,Georgia,1391
2014,Maine,Illinois,716
2014,Maine,Maryland,2142
2014,Maine,Michigan,999
2014,Maine,New Jersey,1004
2014,Maine,New York,2734
2014,Maine,North Carolina,736
2014,Maine,Pennsylvania,190
2014,Maryland,Alabama,1657
2014,Maryland,Arizona,3412
2014,Maryland,Arkansas,720
2014,Maryland,California,3074
2014,Maryland,Colorado,3771
2014,Maryland,Connecticut,4906
2014,Maryland,Florida,17554
2014,Maryland,Georgia,12746
2014,Maryland,Illinois,6047
2014,Maryland,Indiana,2336
2014,Maryland,Louisiana,1806
2014,Maryland,Maine,2142
2014,Maryland,Massachusetts,10053
2014,Maryland,Michigan,6714
2014,Maryland,Minnesota,2024
2014,Maryland,Missouri,3660
2014,Maryland,Nevada,2947
2014,Maryland,New Hampshire,5024
2014,Maryland,New Jersey,605
2014,Maryland,New Mexico,558
2014,Maryland,New York,9071
2014,Maryland,North Carolina,9796
2014,Maryland,Ohio,5186
2014,Maryland,Oklahoma,720
2014,Maryland,Oregon,172
2014,Maryland,Pennsylvania,2337
2014,Maryland,Rhode Island,5619
2014,Maryland,South Carolina,2633
2014,Maryland,Tennessee,4549
2014,Maryland,Texas,7223
2014,Maryland,Utah,2094
2014,Maryland,Washington,642
2014,Maryland,Wisconsin,2015
2014,Massachusetts,Arizona,3124
2014,Massachusetts,California,14033
2014,Massachusetts,Colorado,5002
2014,Massachusetts,Florida,15947
2014,Massachusetts,Georgia,11167
2014,Massachusetts,Illinois,15700
2014,Massachusetts,Kentucky,597
2014,Massachusetts,Louisiana,698
2014,Massachusetts,Maryland,10053
2014,Massachusetts,Massachusetts,115
2014,Massachusetts,Michigan,6293
2014,Massachusetts,Minnesota,3568
2014,Massachusetts,Missouri,2149
2014,Massachusetts,Nevada,1609
2014,Massachusetts,New Jersey,10371
2014,Massachusetts,New York,18427
2014,Massachusetts,North Carolina,9504
2014,Massachusetts,Ohio,2503
2014,Massachusetts,Oregon,1008
2014,Massachusetts,Pennsylvania,14554
2014,Massachusetts,South Carolina,850
2014,Massachusetts,Tennessee,1255
2014,Massachusetts,Texas,10671
2014,Massachusetts,Utah,1242
2014,Massachusetts,Virginia,20937
2014,Massachusetts,Washington,3214
2014,Massachusetts,Wisconsin,1352
2014,Michigan,Alabama,1814
2014,Michigan,Arizona,5917
2014,Michigan,Arkansas,768
2014,Michigan,California,5686
2014,Michigan,Colorado,5279
2014,Michigan,Connecticut,2693
2014,Michigan,Delaware,126
2014,Michigan,Florida,11854
2014,Michigan,Georgia,12438
2014,Michigan,Illinois,25037
2014,Michigan,Indiana,4073
2014,Michigan,Iowa,510
2014,Michigan,Kentucky,1280
2014,Michigan,Louisiana,1199
2014,Michigan,Maine,999
2014,Michigan,Maryland,6714
2014,Michigan,Massachusetts,6293
2014,Michigan,Michigan,4128
2014,Michigan,Minnesota,7657
2014,Michigan,Missouri,4260
2014,Michigan,Nebraska,1623
2014,Michigan,Nevada,4550
2014,Michigan,New Hampshire,897
2014,Michigan,New Jersey,6513
2014,Michigan,New York,8529
2014,Michigan,North Carolina,8488
2014,Michigan,Ohio,1679
2014,Michigan,Oklahoma,1567
2014,Michigan,Oregon,620
2014,Michigan,Pennsylvania,7347
2014,Michigan,Rhode Island,1541
2014,Michigan,South Carolina,385
2014,Michigan,Tennessee,4964
2014,Michigan,Texas,10494
2014,Michigan,Utah,2966
2014,Michigan,Vermont,1505
2014,Michigan,Virginia,6951
2014,Michigan,Washington,3155
2014,Michigan,West Virginia,433
2014,Michigan,Wisconsin,6323
2014,Minnesota,Alabama,361
2014,Minnesota,Alaska,1598
2014,Minnesota,Arizona,8663
2014,Minnesota,California,11235
2014,Minnesota,Colorado,10638
2014,Minnesota,Connecticut,1323
2014,Minnesota,Florida,6491
2014,Minnesota,Georgia,10817
2014,Minnesota,Idaho,1231
2014,Minnesota,Illinois,15408
2014,Minnesota,Indiana,2156
2014,Minnesota,Iowa,206
2014,Minnesota,Kansas,680
2014,Minnesota,Kentucky,1107
2014,Minnesota,Louisiana,320
2014,Minnesota,Maryland,2024
2014,Minnesota,Massachusetts,3568
2014,Minnesota,Michigan,7657
2014,Minnesota,Minnesota,3272
2014,Minnesota,Missouri,6613
2014,Minnesota,Montana,2747
2014,Minnesota,Nebraska,2874
2014,Minnesota,Nevada,4449
2014,Minnesota,New Jersey,3766
2014,Minnesota,New Mexico,338
2014,Minnesota,New York,4479
2014,Minnesota,North Carolina,4887
2014,Minnesota,North Dakota,5406
2014,Minnesota,Ohio,2110
2014,Minnesota,Oklahoma,789
2014,Minnesota,Oregon,2722
2014,Minnesota,Pennsylvania,5329
2014,Minnesota,Rhode Island,6
2014,Minnesota,South Dakota,4430
2014,Minnesota,Tennessee,3061
2014,Minnesota,Texas,7732
2014,Minnesota,Utah,3955
2014,Minnesota,Virginia,5071
2014,Minnesota,Washington,6525
2014,Minnesota,Wisconsin,8294
2014,Minnesota,Wyoming,202
2014,Mississippi,Florida,316
2014,Mississippi,Georgia,7466
2014,Mississippi,Illinois,1177
2014,Mississippi,Texas,8840
2014,Missouri,Alabama,12
2014,Missouri,Arizona,6568
2014,Missouri,California,5169
2014,Missouri,Colorado,8684
2014,Missouri,Florida,6477
2014,Missouri,Georgia,13536
2014,Missouri,Illinois,12738
2014,Missouri,Kentucky,529
2014,Missouri,Louisiana,1551
2014,Missouri,Maryland,3660
