YEAR,MONTH,STATE,TOTAL_FLIGHTS
2017,1,Minnesota,6246
2017,1,Mississippi,511
2017,1,Missouri,5999
2017,1,Montana,1130
2017,1,Nebraska,1522
2017,1,Nevada,7933
2017,1,New Hampshire,402
2017,1,New Jersey,5405
2017,1,New Mexico,1036
2017,1,New York,12238
2017,1,North Carolina,8541
2017,1,North Dakota,610
2017,1,Ohio,3940
2017,1,Oklahoma,1670
2017,1,Oregon,3020
2017,1,Pennsylvania,6204
2017,1,Rhode Island,780
2017,1,South Carolina,1647
2017,1,South Dakota,588
2017,1,Tennessee,4610
2017,1,Texas,23063
2017,1,Utah,5029
2017,1,Vermont,283
2017,1,Virginia,8238
2017,1,Washington,6934
2017,1,West Virginia,164
2017,1,Wisconsin,3421
2017,1,Wyoming,630
2017,2,Alabama,1222
2017,2,Alaska,1298
2017,2,Arizona,7871
2017,2,Arkansas,745
2017,2,California,31676
2017,2,Colorado,10005
2017,2,Connecticut,1139
2017,2,Florida,26421
2017,2,Georgia,12027
2017,2,Hawaii,4092
2017,2,Idaho,1311
2017,2,Illinois,13592
2017,2,Indiana,2370
2017,2,Iowa,906
2017,2,Kansas,613
2017,2,Kentucky,1749
2017,2,Louisiana,3334
2017,2,Maine,342
2017,2,Maryland,4029
2017,2,Massachusetts,5604
2017,2,Michigan,7056
2017,2,Minnesota,5822
2017,2,Mississippi,431
2017,2,Missouri,5433
2017,2,Montana,1084
2017,2,Nebraska,1389
2017,2,Nevada,7100
2017,2,New Hampshire,359
2017,2,New Jersey,4777
2017,2,New Mexico,930
2017,2,New York,11402
2017,2,North Carolina,7932
2017,2,North Dakota,595
2017,2,Ohio,3618
2017,2,Oklahoma,1484
2017,2,Oregon,2741
2017,2,Pennsylvania,5594
2017,2,Rhode Island,706
2017,2,South Carolina,1539
2017,2,South Dakota,535
2017,2,Tennessee,4229
2017,2,Texas,20899
2017,2,Utah,4616
2017,2,Vermont,260
2017,2,Virginia,7571
2017,2,Washington,6281
2017,2,West Virginia,155
2017,2,Wisconsin,3224
2017,2,Wyoming,570
2017,3,Alabama,1390
2017,3,Alaska,1500
2017,3,Arizona,9580
2017,3,Arkansas,868
2017,3,California,37008
2017,3,Colorado,11966
2017,3,Connecticut,1334
2017,3,Florida,32305
2017,3,Georgia,14186
2017,3,Hawaii,4792
2017,3,Idaho,1525
2017,3,Illinois,16270
2017,3,Indiana,2972
2017,3,Iowa,920
2017,3,Kansas,713
2017,3,Kentucky,2205
2017,3,Louisiana,4001
2017,3,Maine,440
2017,3,Maryland,4959
2017,3,Massachusetts,6775
2017,3,Michigan,8526
2017,3,Minnesota,7406
2017,3,Mississippi,533
2017,3,Missouri,6390
2017,3,Montana,1292
2017,3,Nebraska,1607
2017,3,Nevada,8503
2017,3,New Hampshire,348
2017,3,New Jersey,5478
2017,3,New Mexico,1088
2017,3,New York,13523
2017,3,North Carolina,9360
2017,3,North Dakota,712
2017,3,Ohio,4282
2017,3,Oklahoma,1726
2017,3,Oregon,3341
2017,3,Pennsylvania,6760
2017,3,Rhode Island,908
2017,3,South Carolina,1873
2017,3,South Dakota,624
2017,3,Tennessee,5003
2017,3,Texas,24102
2017,3,Utah,5507
2017,3,Vermont,263
2017,3,Virginia,8836
2017,3,Washington,7257
2017,3,West Virginia,177
2017,3,Wisconsin,4145
2017,3,Wyoming,653
2017,4,Alabama,1184
2017,4,Alaska,1488
2017,4,Arizona,8831
2017,4,Arkansas,809
2017,4,California,36058
2017,4,Colorado,10573
2017,4,Connecticut,1331
2017,4,Florida,30171
2017,4,Georgia,13903
2017,4,Hawaii,4501
2017,4,Idaho,1366
2017,4,Illinois,15855
2017,4,Indiana,2820
2017,4,Iowa,1119
2017,4,Kansas,738
2017,4,Kentucky,2125
2017,4,Louisiana,3691
2017,4,Maine,570
2017,4,Maryland,4797
2017,4,Massachusetts,6831
2017,4,Michigan,7841
2017,4,Minnesota,7131
2017,4,Mississippi,522
2017,4,Missouri,6223
2017,4,Montana,1074
2017,4,Nebraska,1463
2017,4,Nevada,8290
2017,4,New Hampshire,346
2017,4,New Jersey,5384
2017,4,New Mexico,1127
2017,4,New York,13008
2017,4,North Carolina,8922
2017,4,North Dakota,738
2017,4,Ohio,4526
2017,4,Oklahoma,1833
2017,4,Oregon,3343
2017,4,Pennsylvania,6664
2017,4,Rhode Island,951
2017,4,South Carolina,2123
2017,4,South Dakota,550
2017,4,Tennessee,4754
2017,4,Texas,23293
2017,4,Utah,5018
2017,4,Vermont,307
2017,4,Virginia,8779
2017,4,Washington,7176
2017,4,West Virginia,167
2017,4,Wisconsin,4064
2017,4,Wyoming,413
2017,5,Alabama,1269
2017,5,Alaska,1830
2017,5,Arizona,8764
2017,5,Arkansas,862
2017,5,California,38108
2017,5,Colorado,11519
2017,5,Connecticut,1416
2017,5,Florida,26981
2017,5,Georgia,14489
2017,5,Hawaii,4671
2017,5,Idaho,1417
2017,5,Illinois,17319
2017,5,Indiana,3048
2017,5,Iowa,1217
2017,5,Kansas,889
2017,5,Kentucky,2463
2017,5,Louisiana,3892
2017,5,Maine,612
2017,5,Maryland,5322
2017,5,Massachusetts,7531
2017,5,Michigan,8559
2017,5,Minnesota,7580
2017,5,Mississippi,524
2017,5,Missouri,6492
2017,5,Montana,1233
2017,5,Nebraska,1667
2017,5,Nevada,8546
2017,5,New Hampshire,421
2017,5,New Jersey,5888
2017,5,New Mexico,1207
2017,5,New York,13940
2017,5,North Carolina,9422
2017,5,North Dakota,997
2017,5,Ohio,4817
2017,5,Oklahoma,1798
2017,5,Oregon,3699
2017,5,Pennsylvania,7121
2017,5,Rhode Island,956
2017,5,South Carolina,2389
2017,5,South Dakota,652
2017,5,Tennessee,4653
2017,5,Texas,25052
2017,5,Utah,5238
2017,5,Vermont,248
2017,5,Virginia,9453
2017,5,Washington,7980
2017,5,West Virginia,200
2017,5,Wisconsin,4185
2017,5,Wyoming,477
2017,6,Alabama,1231
2017,6,Alaska,2561
2017,6,Arizona,8317
2017,6,Arkansas,899
2017,6,California,38945
2017,6,Colorado,12094
2017,6,Connecticut,1384
2017,6,Florida,26194
2017,6,Georgia,14576
2017,6,Hawaii,5049
2017,6,Idaho,1504
2017,6,Illinois,18270
2017,6,Indiana,3057
2017,6,Iowa,1236
2017,6,Kansas,784
2017,6,Kentucky,2525
2017,6,Louisiana,3613
2017,6,Maine,683
2017,6,Maryland,5639
2017,6,Massachusetts,7662
2017,6,Michigan,8499
2017,6,Minnesota,7682
2017,6,Mississippi,487
2017,6,Missouri,6596
2017,6,Montana,1638
2017,6,Nebraska,1729
2017,6,Nevada,8512
2017,6,New Hampshire,365
2017,6,New Jersey,5810
2017,6,New Mexico,1293
2017,6,New York,13809
2017,6,North Carolina,9321
2017,6,North Dakota,857
2017,6,Ohio,4893
2017,6,Oklahoma,1920
2017,6,Oregon,4225
2017,6,Pennsylvania,7276
2017,6,Rhode Island,917
2017,6,South Carolina,2340
2017,6,South Dakota,807
2017,6,Tennessee,4886
2017,6,Texas,25024
2017,6,Utah,5367
2017,6,Vermont,301
2017,6,Virginia,9297
2017,6,Washington,8620
2017,6,West Virginia,182
2017,6,Wisconsin,4247
2017,6,Wyoming,729
2017,7,Alabama,1254
2017,7,Alaska,2731
2017,7,Arizona,8442
2017,7,Arkansas,791
2017,7,California,40501
2017,7,Colorado,12595
2017,7,Connecticut,1436
2017,7,Florida,26814
2017,7,Georgia,14731
2017,7,Hawaii,5267
2017,7,Idaho,1659
2017,7,Illinois,18825
2017,7,Indiana,3087
2017,7,Iowa,1240
2017,7,Kansas,835
2017,7,Kentucky,2561
2017,7,Louisiana,3561
2017,7,Maine,784
2017,7,Maryland,5718
2017,7,Massachusetts,7893
2017,7,Michigan,8598
2017,7,Minnesota,8028
2017,7,Mississippi,532
2017,7,Missouri,6600
2017,7,Montana,1999
2017,7,Nebraska,1673
2017,7,Nevada,8712
2017,7,New Hampshire,418
2017,7,New Jersey,5871
2017,7,New Mexico,1337
2017,7,New York,13966
2017,7,North Carolina,9497
2017,7,North Dakota,829
2017,7,Ohio,4920
2017,7,Oklahoma,1914
2017,7,Oregon,4490
2017,7,Pennsylvania,7645
2017,7,Rhode Island,934
2017,7,South Carolina,2297
2017,7,South Dakota,945
2017,7,Tennessee,4977
2017,7,Texas,25682
2017,7,Utah,5519
2017,7,Vermont,305
2017,7,Virginia,9345
2017,7,Washington,9205
2017,7,West Virginia,91
2017,7,Wisconsin,4397
2017,7,Wyoming,868
2017,8,Alabama,1305
2017,8,Alaska,2632
2017,8,Arizona,8240
2017,8,Arkansas,825
2017,8,California,41277
2017,8,Colorado,12658
2017,8,Connecticut,1494
2017,8,Florida,25822
2017,8,Georgia,14741
2017,8,Hawaii,5040
2017,8,Idaho,1715
2017,8,Illinois,19025
2017,8,Indiana,3122
2017,8,Iowa,1323
2017,8,Kansas,833
2017,8,Kentucky,2631
2017,8,Louisiana,3378
2017,8,Maine,808
2017,8,Maryland,5634
2017,8,Massachusetts,8081
2017,8,Michigan,8811
2017,8,Minnesota,8205
2017,8,Mississippi,540
2017,8,Missouri,6648
2017,8,Montana,1942
2017,8,Nebraska,1691
2017,8,Nevada,8693
2017,8,New Hampshire,430
2017,8,New Jersey,6253
2017,8,New Mexico,1333
2017,8,New York,14502
2017,8,North Carolina,9653
2017,8,North Dakota,931
2017,8,Ohio,5077
2017,8,Oklahoma,1809
2017,8,Oregon,4380
2017,8,Pennsylvania,7668
2017,8,Rhode Island,1010
2017,8,South Carolina,2372
2017,8,South Dakota,913
2017,8,Tennessee,5018
2017,8,Texas,25488
2017,8,Utah,5576
2017,8,Vermont,296
2017,8,Virginia,9610
2017,8,Washington,9312
2017,8,West Virginia,107
2017,8,Wisconsin,4409
2017,8,Wyoming,859
2017,9,Alabama,1270
2017,9,Alaska,1814
2017,9,Arizona,7255
2017,9,Arkansas,803
2017,9,California,37239
2017,9,Colorado,11338
2017,9,Connecticut,1350
2017,9,Florida,22622
2017,9,Georgia,13292
2017,9,Hawaii,4311
2017,9,Idaho,1545
2017,9,Illinois,17366
2017,9,Indiana,2740
2017,9,Iowa,1248
2017,9,Kansas,699
2017,9,Kentucky,2352
2017,9,Louisiana,3170
2017,9,Maine,631
2017,9,Maryland,5154
2017,9,Massachusetts,7357
2017,9,Michigan,7791
2017,9,Minnesota,7464
2017,9,Mississippi,497
2017,9,Missouri,6184
2017,9,Montana,1528
2017,9,Nebraska,1618
2017,9,Nevada,8144
2017,9,New Hampshire,455
2017,9,New Jersey,5399
2017,9,New Mexico,1259
2017,9,New York,12983
2017,9,North Carolina,9116
2017,9,North Dakota,877
2017,9,Ohio,4850
2017,9,Oklahoma,1752
2017,9,Oregon,4069
2017,9,Pennsylvania,7139
2017,9,Rhode Island,938
2017,9,South Carolina,2199
2017,9,South Dakota,745
2017,9,Tennessee,4698
2017,9,Texas,23091
2017,9,Utah,4864
2017,9,Vermont,305
2017,9,Virginia,8870
2017,9,Washington,8505
2017,9,West Virginia,65
2017,9,Wisconsin,3621
2017,9,Wyoming,677
2017,10,Alabama,1217
2017,10,Alaska,1574
2017,10,Arizona,7874
2017,10,Arkansas,889
2017,10,California,38958
2017,10,Colorado,11378
2017,10,Connecticut,1426
2017,10,Florida,24780
2017,10,Georgia,13882
2017,10,Hawaii,4467
2017,10,Idaho,1592
2017,10,Illinois,17826
2017,10,Indiana,2846
2017,10,Iowa,1244
2017,10,Kansas,697
2017,10,Kentucky,2425
2017,10,Louisiana,3539
2017,10,Maine,536
2017,10,Maryland,5315
2017,10,Massachusetts,7499
2017,10,Michigan,8042
2017,10,Minnesota,7777
2017,10,Mississippi,533
2017,10,Missouri,6460
2017,10,Montana,1379
2017,10,Nebraska,1511
2017,10,Nevada,8519
2017,10,New Hampshire,473
2017,10,New Jersey,5766
2017,10,New Mexico,1338
2017,10,New York,13915
2017,10,North Carolina,9372
2017,10,North Dakota,970
2017,10,Ohio,5048
2017,10,Oklahoma,1953
2017,10,Oregon,4159
2017,10,Pennsylvania,7159
2017,10,Rhode Island,956
2017,10,South Carolina,2215
2017,10,South Dakota,768
2017,10,Tennessee,4995
2017,10,Texas,24371
2017,10,Utah,5097
2017,10,Vermont,318
2017,10,Virginia,9388
2017,10,Washington,8380
2017,10,West Virginia,85
2017,10,Wisconsin,3762
2017,10,Wyoming,498
2017,11,Alabama,1162
2017,11,Alaska,1466
2017,11,Arizona,7616
2017,11,Arkansas,862
2017,11,California,36275
2017,11,Colorado,10412
2017,11,Connecticut,1338
2017,11,Florida,26212
2017,11,Georgia,13062
2017,11,Hawaii,4366
2017,11,Idaho,1536
2017,11,Illinois,16020
2017,11,Indiana,2573
2017,11,Iowa,1122
2017,11,Kansas,680
2017,11,Kentucky,2121
2017,11,Louisiana,3550
2017,11,Maine,393
2017,11,Maryland,5123
2017,11,Massachusetts,6667
2017,11,Michigan,7424
2017,11,Minnesota,6706
2017,11,Mississippi,477
2017,11,Missouri,5989
2017,11,Montana,1250
2017,11,Nebraska,1356
2017,11,Nevada,7633
2017,11,New Hampshire,421
2017,11,New Jersey,5277
2017,11,New Mexico,1083
2017,11,New York,12817
2017,11,North Carolina,8746
2017,11,North Dakota,955
2017,11,Ohio,4766
2017,11,Oklahoma,1968
2017,11,Oregon,3571
2017,11,Pennsylvania,6810
2017,11,Rhode Island,966
2017,11,South Carolina,1957
2017,11,South Dakota,628
2017,11,Tennessee,4740
2017,11,Texas,23268
2017,11,Utah,4812
2017,11,Vermont,176
2017,11,Virginia,8536
2017,11,Washington,7469
2017,11,West Virginia,133
2017,11,Wisconsin,3497
2017,11,Wyoming,397
2017,12,Alabama,1210
2017,12,Alaska,1543
2017,12,Arizona,8100
2017,12,Arkansas,736
2017,12,California,37452
2017,12,Colorado,11322
2017,12,Connecticut,1289
2017,12,Florida,28916
2017,12,Georgia,13025
2017,12,Hawaii,4970
2017,12,Idaho,1605
2017,12,Illinois,15857
2017,12,Indiana,2597
2017,12,Iowa,958
2017,12,Kansas,671
2017,12,Kentucky,1997
2017,12,Louisiana,3420
2017,12,Maine,446
2017,12,Maryland,5132
2017,12,Massachusetts,6506
2017,12,Michigan,6844
2017,12,Minnesota,6462
2017,12,Mississippi,441
2017,12,Missouri,5903
2017,12,Montana,1482
2017,12,Nebraska,1256
2017,12,Nevada,7738
2017,12,New Hampshire,346
2017,12,New Jersey,5324
2017,12,New Mexico,1205
2017,12,New York,12701
2017,12,North Carolina,8687
2017,12,North Dakota,901
2017,12,Ohio,4462
2017,12,Oklahoma,1841
2017,12,Oregon,3613
2017,12,Pennsylvania,6640
2017,12,Rhode Island,968
2017,12,South Carolina,1746
2017,12,South Dakota,568
2017,12,Tennessee,4633
2017,12,Texas,23714
2017,12,Utah,4995
2017,12,Vermont,200
2017,12,Virginia,8314
2017,12,Washington,7455
2017,12,West Virginia,191
2017,12,Wisconsin,3123
2017,12,Wyoming,521
